logFC.t,AveExpr.t,t.t,P.Value.t,adj.P.Val.t,B.t,#NAME?,gene,ID,logFC.s,AveExpr.s,t.s,P.Value.s,adj.P.Val.s,B.s,#NAME?,UniProtID
0.12228249,18.98447041,0.85448712,0.409685,0.797108189,-5.891788084,0.098482729,FHOD1,sp|Q9Y613|FHOD1_HUMAN,-0.134623761,18.88836197,-0.973746214,0.350108631,0.844428377,-5.677704155,0.073437181,Q9Y613
0.147749013,12.00393488,0.855949962,0.408907027,0.797108189,-5.89055874,0.098482729,SODC,sp|P00441|SODC_HUMAN,-0.206485218,11.89723387,-0.795017841,0.442612689,0.878082197,-5.830821283,0.056464828,P00441
0.12869942,15.85369422,0.855502909,0.409144674,0.797108189,-5.89093463,0.098482729,ANXA6,sp|P08133|ANXA6_HUMAN,-0.121746536,16.03867721,-0.786752945,0.447248056,0.882238565,-5.837242479,0.054413962,P08133
0.16194994,19.24327614,0.851376485,0.411342609,0.797108189,-5.894396048,0.098482729,SRC,sp|P12931|SRC_HUMAN,-0.154463245,19.34507707,-0.784318335,0.448619458,0.882946828,-5.839122556,0.054065449,P12931
0.181024258,20.91594387,0.850813498,0.411643096,0.797108189,-5.894867162,0.098482729,RAP1B,sp|P61224|RAP1B_HUMAN,-0.138274104,21.01383529,-0.696637441,0.499791738,0.903151206,-5.903317756,0.044239534,P61224
-0.191573715,12.69300396,-0.854190962,0.409842624,0.797108189,-5.892036744,0.098482729,PPM1L,sp|Q5SGD2|PPM1L_HUMAN,-0.104539963,13.11431864,-0.562915297,0.584239728,0.922575227,-5.987671986,0.034998211,Q5SGD2
0.21218962,20.1911587,0.855864584,0.408952406,0.797108189,-5.890630541,0.098482729,PPIA,sp|P62937|PPIA_HUMAN,-0.085074388,20.23107428,-0.406853032,0.691544007,0.953955901,-6.064542721,0.020471701,P62937
-0.137573574,16.71595585,-0.850865659,0.41161525,0.797108189,-5.894823524,0.098482729,EF1D,sp|P29692|EF1D_HUMAN,0.043895453,16.83916994,0.232474826,0.820231951,0.976540152,-6.121834085,0.010309895,P29692
0.232454961,14.13725717,0.853618937,0.410147189,0.797108189,-5.892516813,0.098482729,TBCA,sp|O75347|TBCA_HUMAN,0.051737053,14.42830695,0.158105551,0.877100442,0.985955739,-6.136855586,0.006142581,O75347
0.131919769,14.16616022,0.848712599,0.412765723,0.798225081,-5.896622794,0.09787463,UB2V1,sp|Q13404|UB2V1_HUMAN,-0.152741876,14.30345443,-0.961782005,0.355836357,0.846003488,-5.688782017,0.072627847,Q13404
-0.178297499,16.82586691,-0.848384206,0.412941387,0.798225081,-5.896896873,0.09787463,ACTY,sp|P42025|ACTY_HUMAN,-0.026683877,16.83435634,-0.152852383,0.881148883,0.986191943,-6.137701512,0.00603855,P42025
0.202561479,14.18551997,0.848715521,0.412764161,0.798225081,-5.896620355,0.09787463,CASP3,sp|P42574|CASP3_HUMAN,-0.015952614,14.20000803,-0.0673082,0.947485885,0.988571809,-6.147463544,0.004991778,P42574
-0.198841497,20.26235056,-0.846612171,0.413890146,0.798702143,-5.898374207,0.09761515,TPM4,sp|P67936|TPM4_HUMAN,-0.150028978,20.39096275,-0.908407278,0.382201874,0.8599304,-5.73678187,0.065536698,P67936
0.185773513,21.2841004,0.846574895,0.413910119,0.798702143,-5.898405254,0.09761515,PROF1,sp|P07737|PROF1_HUMAN,-0.060388287,21.43748165,-0.308503565,0.76318497,0.96805698,-6.100631078,0.014099079,P07737
-0.149780735,24.8110883,-0.847318147,0.413511988,0.798702143,-5.897785966,0.09761515,CFAH,sp|P08603|CFAH_HUMAN,-0.01083678,24.5647686,-0.073409372,0.942734622,0.988040649,-6.147018171,0.005225188,P08603
-0.098730689,16.75052439,-0.845694091,0.414382265,0.799148597,-5.899138532,0.097372458,ITGBL,sp|O95965|ITGBL_HUMAN,0.048629415,16.7081375,0.392538916,0.701798007,0.956136993,-6.070396736,0.019479879,O95965
0.17562019,12.19969501,0.844398723,0.415077286,0.799325384,-5.900215716,0.097276395,WASH3,sp|C4AMC7|WASH3_HUMAN / sp|Q6VEQ5|WASH2_HUMAN,0.458078186,12.09303981,2.009558163,0.068396045,0.609740801,-4.365341748,0.214854743,C4AMC7
-0.215833046,16.22518531,-0.843280103,0.4156781,0.799325384,-5.901144747,0.097276395,TGM2,sp|P21980|TGM2_HUMAN,0.381823254,16.4791103,1.914543508,0.080606262,0.625528628,-4.508382207,0.20375281,P21980
-0.143321149,15.09680867,-0.843640077,0.415484694,0.799325384,-5.900845902,0.097276395,PA24A,sp|P47712|PA24A_HUMAN,-0.043970664,15.04906828,-0.395909028,0.699378163,0.956136993,-6.069036805,0.019479879,P47712
-0.287601914,10.49811536,-0.844064406,0.415256788,0.799325384,-5.900493485,0.097276395,STX12,sp|Q86Y82|STX12_HUMAN,0.117763042,10.25160401,0.207120918,0.839517115,0.979552681,-6.127593226,0.008972202,Q86Y82
0.224755279,12.16869717,0.844965633,0.414773018,0.799325384,-5.899744472,0.097276395,S14L5,sp|O43304|S14L5_HUMAN,0.014217102,12.25964187,0.051015853,0.96018335,0.990798273,-6.148463714,0.004014759,O43304
0.160252967,14.97269333,0.842539605,0.416076143,0.799627515,-5.901759145,0.09711227,CLIC4,sp|Q9Y696|CLIC4_HUMAN,0.125395368,15.00238134,0.836662079,0.419733742,0.871380058,-5.797561643,0.059792383,Q9Y696
-0.115487579,15.06100075,-0.841464542,0.416654478,0.800232613,-5.902650286,0.096783753,MIC60,sp|Q16891|MIC60_HUMAN,-0.126512272,14.99059742,-1.227064887,0.244190104,0.771138874,-5.417304624,0.112867403,Q16891
0.151201196,20.98654373,0.8410582,0.416873211,0.800232613,-5.902986848,0.096783753,ACTN4,sp|O43707|ACTN4_HUMAN,-0.049127284,21.14328834,-0.341043573,0.739186025,0.965162288,-6.089765432,0.015399656,O43707
-0.248576416,14.18576468,-0.836518482,0.419322131,0.800304861,-5.906737208,0.096744545,PRS23,sp|O95084|PRS23_HUMAN,-0.417886688,14.03654226,-1.914121393,0.080664734,0.625528628,-4.509010264,0.20375281,O95084
-0.220577952,10.72742563,-0.839267885,0.417837844,0.800304861,-5.904468009,0.096744545,ELOC,sp|Q15369|ELOC_HUMAN,0.33381888,11.0118988,1.778480797,0.101595357,0.666682972,-4.707128979,0.176080637,Q15369
0.145276406,19.11148861,0.836945074,0.419091603,0.800304861,-5.906385556,0.096744545,LV949,sp|A0A0B4J1Y8|LV949_HUMAN,0.191647753,18.70333708,1.246955528,0.237075104,0.766165792,-5.394881995,0.115677242,A0A0B4J1Y8
-0.166059315,13.20863298,-0.837705188,0.41868105,0.800304861,-5.905758578,0.096744545,LFG3,sp|Q969X1|LFG3_HUMAN,-0.167265208,13.20050658,-1.105342447,0.291474457,0.804174756,-5.548423051,0.094649564,Q969X1
-0.140070151,14.65321454,-0.836833586,0.419151842,0.800304861,-5.906477474,0.096744545,RIPL2,sp|Q969X0|RIPL2_HUMAN,0.160179021,14.58974906,1.077879557,0.303055441,0.811034092,-5.576504261,0.09096089,Q969X0
0.149457404,14.2448962,0.837080251,0.419018571,0.800304861,-5.906274092,0.096744545,EOGT,sp|Q5NDL2|EOGT_HUMAN,-0.157715019,14.21534452,-0.973350774,0.350296878,0.844428377,-5.678072143,0.073437181,Q5NDL2
-0.094496242,30.66530017,-0.839287065,0.417827502,0.800304861,-5.904452156,0.096744545,VTNC,sp|P04004|VTNC_HUMAN,-0.090645367,30.64665203,-0.918911842,0.376907882,0.858584256,-5.727520279,0.06621708,P04004
-0.430731767,9.326883328,-0.841471093,0.418135833,0.800304861,-5.851832952,0.096744545,MFSD6,sp|Q6ZSS7|MFSD6_HUMAN,0.769117093,8.78879848,0.754172207,0.468903833,0.892806856,-5.755958261,0.049242484,Q6ZSS7
0.087779834,25.25442669,0.837789079,0.418635755,0.800304861,-5.90568935,0.096744545,PROC,sp|P04070|PROC_HUMAN,-0.058809867,25.33796953,-0.609359831,0.554067829,0.912630832,-5.960268031,0.039704863,P04070
0.136419138,14.41307885,0.839247844,0.417848651,0.800304861,-5.904484574,0.096744545,SLIK1,sp|Q96PX8|SLIK1_HUMAN,-0.045029092,14.39551172,-0.395324999,0.699797267,0.956136993,-6.069273286,0.019479879,Q96PX8
0.166663681,21.51537691,0.834270625,0.420538255,0.801703887,-5.908587564,0.095986011,URP2,sp|Q86UX7|URP2_HUMAN,-0.139891663,21.61839995,-0.67271434,0.514345111,0.907970132,-5.919627384,0.041928438,Q86UX7
0.089909391,19.58327093,0.834306764,0.420518684,0.801703887,-5.90855785,0.095986011,SUSD5,sp|O60279|SUSD5_HUMAN,0.008894725,19.53347463,0.089025604,0.930584519,0.986837723,-6.145702487,0.005754257,O60279
-0.284258296,10.62426042,-0.832754998,0.42135955,0.802347876,-5.909832684,0.095637293,VAMP7,sp|P51809|VAMP7_HUMAN,-0.412095007,10.89344303,-1.425388529,0.18046996,0.744074283,-5.182079767,0.128383705,P51809
0.117878323,14.49537833,0.833181213,0.421128483,0.802347876,-5.909482742,0.095637293,SAGE1,sp|Q9NXZ1|SAGE1_HUMAN,0.144110506,14.42695845,1.077592517,0.303178293,0.811034092,-5.576794756,0.09096089,Q9NXZ1
-0.221690182,13.61103313,-0.830386937,0.422644894,0.804333947,-5.911774083,0.094563601,PSG11,sp|Q9UQ72|PSG11_HUMAN,-0.444044872,13.65838522,-1.580888828,0.140847602,0.724922901,-4.980941604,0.13970818,Q9UQ72
-0.087664909,21.83207791,-0.829173998,0.423304261,0.804666004,-5.912766584,0.094384347,VGFR3,sp|P35916|VGFR3_HUMAN,-0.087162067,21.830537,-0.894310078,0.389387344,0.863311018,-5.749066806,0.063832717,P35916
0.242445382,12.56190311,0.829280874,0.423246135,0.804666004,-5.912679184,0.094384347,ASB13,sp|Q8WXK3|ASB13_HUMAN,-0.100637007,12.27993101,-0.381697206,0.709605863,0.959818518,-6.074694918,0.017810875,Q8WXK3
-0.12675317,17.5404969,-0.827859424,0.424019646,0.805564514,-5.913840797,0.093899673,POSTN,sp|Q15063|POSTN_HUMAN,0.074368632,17.73960315,0.558198906,0.587351662,0.923616858,-5.990340371,0.034508149,Q15063
0.200184499,13.4843151,0.826446435,0.424789479,0.806565377,-5.914993744,0.093360424,RECK,sp|O95980|RECK_HUMAN,-0.414366357,13.38394604,-2.189368389,0.049871739,0.589635363,-4.086464808,0.229416478,O95980
0.113952922,24.46900045,0.824137934,0.426049192,0.80714666,-5.916873633,0.093047546,IGJ,sp|P01591|IGJ_HUMAN,0.260703519,24.52211986,2.368910114,0.036192738,0.564461874,-3.799208849,0.248365387,P01591
-0.202218058,12.99053374,-0.820559106,0.428006966,0.80714666,-5.919778758,0.093047546,CAD11,sp|P55287|CAD11_HUMAN,-0.408765156,12.81402684,-1.653763217,0.125037104,0.700299307,-4.88217324,0.154716304,P55287
0.09697501,27.61977796,0.824130578,0.42605321,0.80714666,-5.916879616,0.093047546,TocilLC,TocilLC,0.141549417,27.48332945,1.154578809,0.271561403,0.787841152,-5.496673635,0.103561338,NA
0.260286,10.52394292,0.821208911,0.427651055,0.80714666,-5.919252111,0.093047546,ATD3A,sp|Q9NVI7|ATD3A_HUMAN,-0.448860385,10.52266623,-1.124279796,0.283687111,0.802008109,-5.528730554,0.09582124,Q9NVI7
-0.231398266,13.06554283,-0.822033094,0.427199915,0.80714666,-5.918583604,0.093047546,VGFR1,sp|P17948|VGFR1_HUMAN,0.150784264,13.07542809,0.800522678,0.439542646,0.876629379,-5.826511258,0.057183979,P17948
0.134178058,14.75366318,0.823035196,0.426651807,0.80714666,-5.917769981,0.093047546,EMIL3,sp|Q9NT22|EMIL3_HUMAN,-0.09259016,14.84338083,-0.64052771,0.534314387,0.912613569,-5.94074042,0.039713079,Q9NT22
0.216494669,17.72455584,0.823587084,0.426350146,0.80714666,-5.917321518,0.093047546,GPR82,sp|Q96P67|GPR82_HUMAN,-0.123709077,17.89454248,-0.56074122,0.585673131,0.92300528,-5.988904645,0.034795814,Q96P67
-0.233633065,11.34855688,-0.823060031,0.426638229,0.80714666,-5.917749806,0.093047546,SSRG,sp|Q9UNL2|SSRG_HUMAN,0.241888872,10.77120102,0.551439514,0.591826717,0.924268459,-5.994127607,0.034201867,Q9UNL2
-0.109011829,13.93241,-0.822496618,0.426946329,0.80714666,-5.918207371,0.093047546,PGP,sp|A6NDG6|PGP_HUMAN,-0.113913048,13.77954617,-0.499236259,0.626973219,0.934255823,-6.021898785,0.029534187,A6NDG6
-0.929495954,7.974092954,-0.830347967,0.428013896,0.80714666,-5.740904734,0.093047546,SCYL2,sp|Q6P3W7|SCYL2_HUMAN,0.601008065,8.062981948,0.489426988,0.635567254,0.939029247,-5.920422754,0.027320881,Q6P3W7
-0.201524409,14.09250234,-0.821716872,0.427372971,0.80714666,-5.918840167,0.093047546,RBP2,sp|P49792|RBP2_HUMAN,0.07327607,13.88891471,0.261566047,0.798255734,0.973599473,-6.114416099,0.01161967,P49792
-0.127604471,14.49468733,-0.822077387,0.427175679,0.80714666,-5.918547661,0.093047546,CO6A2,sp|P12110|CO6A2_HUMAN,0.010268661,14.54812778,0.054602808,0.957386738,0.989471316,-6.148267145,0.004596791,P12110
-0.445342736,8.969619037,-0.829276519,0.428588772,0.807771797,-5.741773215,0.092711314,DAP1,sp|P51397|DAP1_HUMAN,1.018534019,8.890866245,1.266872912,0.232414042,0.766165792,-5.32500331,0.115677242,P51397
0.107729817,13.50443917,0.818413179,0.429183714,0.808434023,-5.92151533,0.092355418,SNX5,sp|Q9Y5X3|SNX5_HUMAN,0.097434547,13.5836531,0.670609327,0.515637552,0.907970132,-5.921037384,0.041928438,Q9Y5X3
-0.134252419,13.54833086,-0.812460838,0.432458869,0.809010302,-5.926311022,0.092045948,VAMP8,sp|Q9BV40|VAMP8_HUMAN,-0.547098529,13.51328395,-3.341153165,0.006161683,0.378715323,-2.170095517,0.421687123,Q9BV40
0.166968731,19.07172759,0.815303701,0.430892605,0.809010302,-5.924024468,0.092045948,KV116,sp|P04430|KV116_HUMAN,0.367322782,18.76748235,2.394294366,0.034577298,0.564461874,-3.758007761,0.248365387,P04430
0.186719126,15.08836879,0.81342998,0.431924506,0.809010302,-5.925532327,0.092045948,BIRC6,sp|Q9NR09|BIRC6_HUMAN,-0.460427451,15.06820171,-2.017144685,0.067499103,0.609740801,-4.353782745,0.214854743,Q9NR09
0.167000383,12.96320338,0.810740971,0.433408228,0.809010302,-5.92769088,0.092045948,ECHM,sp|P30084|ECHM_HUMAN,0.376260604,12.70555427,1.863344558,0.087989256,0.640117805,-4.584054939,0.193740092,P30084
0.114753117,21.83789017,0.81166741,0.432896668,0.809010302,-5.926947917,0.092045948,LV147,sp|P01700|LV147_HUMAN,0.250530606,21.43158579,1.790640005,0.099535613,0.664705636,-4.68968327,0.177370639,P01700
0.121508671,21.69703741,0.809135566,0.434295633,0.809010302,-5.928976551,0.092045948,HV434,sp|P06331|HV434_HUMAN,0.214221124,21.46718854,1.785701821,0.100367542,0.664909921,-4.696776239,0.177237187,P06331
0.244218908,11.53690904,0.807869156,0.434996491,0.809010302,-5.929989138,0.092045948,XPO2,sp|P55060|XPO2_HUMAN,-0.440643224,11.51340489,-1.682710113,0.119204564,0.697332629,-4.842200635,0.156560013,P55060
-0.121339605,13.46756229,-0.806177074,0.435934076,0.809010302,-5.931339873,0.092045948,TS101,sp|Q99816|TS101_HUMAN,-0.215533284,13.46272022,-1.639582836,0.127985272,0.704379028,-4.901603976,0.152193583,Q99816
-0.143761532,13.10620224,-0.807833967,0.435015976,0.809010302,-5.930017255,0.092045948,EMX2,sp|Q04743|EMX2_HUMAN,-0.253284321,13.09710537,-1.456288894,0.171917617,0.737164201,-5.143211257,0.132435764,Q04743
0.162206966,16.58030328,0.806382826,0.435819998,0.809010302,-5.931175763,0.092045948,RAB37,sp|Q96AX2|RAB37_HUMAN,-0.215993682,16.69506601,-1.247583369,0.23685325,0.766165792,-5.394169814,0.115677242,Q96AX2
0.095248125,27.59034593,0.809484367,0.434102729,0.809010302,-5.928697411,0.092045948,SiltuxLC,SiltuxLC,0.147158331,27.45795523,1.197855757,0.254945037,0.777364073,-5.449734564,0.109375535,NA
0.104778631,22.81238387,0.810107153,0.433758436,0.809010302,-5.928198738,0.092045948,ANGT,sp|P01019|ANGT_HUMAN,0.15594246,22.74481956,1.186456516,0.259242336,0.777929443,-5.462228101,0.109059791,P01019
0.14193228,26.72734497,0.808458873,0.434670038,0.809010302,-5.929517793,0.092045948,A2MG,sp|P01023|A2MG_HUMAN,0.150811991,26.47942087,0.945629208,0.363675128,0.850954166,-5.703554315,0.070093831,P01023
0.110528615,18.26694804,0.815536296,0.430764623,0.809010302,-5.923837073,0.092045948,CO6A1,sp|P12109|CO6A1_HUMAN,0.094737177,18.39282107,0.83339191,0.421501411,0.871380058,-5.800227686,0.059792383,P12109
-0.100983047,14.7293041,-0.812685766,0.43233481,0.809010302,-5.926130368,0.092045948,ARHG1,sp|Q92888|ARHG1_HUMAN,-0.168118472,14.69380169,-0.837947814,0.419040102,0.871380058,-5.796510916,0.059792383,Q92888
0.09405692,21.70453064,0.811261218,0.43312091,0.809010302,-5.927273757,0.092045948,CSPG4,sp|Q6UVK1|CSPG4_HUMAN,0.093491133,21.78177016,0.83381184,0.421274144,0.871380058,-5.799885848,0.059792383,Q6UVK1
0.392952949,10.00761002,0.806151652,0.435948172,0.809010302,-5.931360147,0.092045948,RL23,sp|P62829|RL23_HUMAN,0.183886594,10.32926588,0.785658153,0.447864412,0.882238565,-5.838088554,0.054413962,P62829
-0.114772583,17.57796541,-0.815783523,0.430628616,0.809010302,-5.923637838,0.092045948,TGO1,sp|Q5JRA6|TGO1_HUMAN,-0.084744394,17.62841583,-0.765199826,0.459482613,0.890723348,-5.853704843,0.050257164,Q5JRA6
0.106817088,13.86441911,0.81241161,0.432486024,0.809010302,-5.926350554,0.092045948,PCOC2,sp|Q9UKZ9|PCOC2_HUMAN,0.114227442,13.80314921,0.758702876,0.463211946,0.891538289,-5.858586651,0.04986,Q9UKZ9
0.082875273,19.58141136,0.810941547,0.433297441,0.809010302,-5.927530091,0.092045948,GDN,sp|P07093|GDN_HUMAN,-0.074730792,19.98990165,-0.702181119,0.496454947,0.903151206,-5.899463802,0.044239534,P07093
0.211325613,11.3469991,0.811493605,0.43299261,0.809010302,-5.927087358,0.092045948,ARL15,sp|Q9NXU5|ARL15_HUMAN,0.252178762,11.41978988,0.67105227,0.515365434,0.907970132,-5.920741026,0.041928438,Q9NXU5
0.748164721,7.823548039,0.825635824,0.436558437,0.809010302,-5.587419033,0.092045948,NCOA7,sp|Q8NI08|NCOA7_HUMAN,0.353345241,7.928726683,0.634692045,0.544338777,0.912613569,-5.703325128,0.039713079,Q8NI08
0.184121266,18.70698949,0.816252539,0.430370675,0.809010302,-5.923259721,0.092045948,TPIS,sp|P60174|TPIS_HUMAN,-0.084644041,18.83095943,-0.424971489,0.678656407,0.953397403,-6.056841325,0.020726036,P60174
0.253150202,10.83621691,0.805305794,0.436417366,0.809010302,-5.932034401,0.092045948,ARH,sp|Q5SW96|ARH_HUMAN,0.243486026,10.71390308,0.422081438,0.680705095,0.953955901,-6.058091551,0.020471701,Q5SW96
-0.098363643,16.27543601,-0.808605357,0.434588972,0.809010302,-5.929400664,0.092045948,SPESP,sp|Q6UW49|SPESP_HUMAN,0.045850463,16.64956088,0.396606666,0.698877669,0.956136993,-6.068753877,0.019479879,Q6UW49
0.110923543,14.35848111,0.813687789,0.431782428,0.809010302,-5.92532504,0.092045948,IF2B,sp|P20042|IF2B_HUMAN,0.064058893,14.29046269,0.333728442,0.744557107,0.965375638,-6.092301095,0.015303665,P20042
-0.146785976,14.57822893,-0.807433216,0.43523792,0.809010302,-5.930337377,0.092045948,PKHF2,sp|Q9H8W4|PKHF2_HUMAN,-0.040361926,14.70432032,-0.314874343,0.75846508,0.967234199,-6.098587907,0.014468356,Q9H8W4
0.178081223,11.94172551,0.805856945,0.436111607,0.809010302,-5.931595137,0.092045948,Z705D,sp|P0CH99|Z705D_HUMAN / sp|P0CI00|Z705B_HUMAN,0.058920483,11.76747043,0.209319945,0.837839914,0.97949654,-6.12711981,0.008997094,P0CH99
0.092157659,17.9468184,0.816235772,0.430379895,0.809010302,-5.923273241,0.092045948,SPDLY,sp|Q96EA4|SPDLY_HUMAN,0.00803233,18.00481299,0.058954026,0.953995064,0.989471316,-6.148010783,0.004596791,Q96EA4
0.115063315,20.72290682,0.803899087,0.437198388,0.809165886,-5.933154322,0.091962435,LV319,sp|P01714|LV319_HUMAN,0.271142874,20.52497864,1.788263007,0.099935282,0.664909921,-4.693098801,0.177237187,P01714
-0.089980483,20.66497818,-0.803583399,0.437373787,0.809165886,-5.93340541,0.091962435,FHR5,sp|Q9BXR6|FHR5_HUMAN,-0.039927434,20.66518235,-0.380418653,0.710528943,0.959818518,-6.075194072,0.017810875,Q9BXR6
-0.11632662,14.9636794,-0.803898464,0.437198734,0.809165886,-5.933154818,0.091962435,SCOT1,sp|P55809|SCOT1_HUMAN,-0.038488504,14.78590177,-0.271769989,0.790589098,0.972723403,-6.111609738,0.012010635,P55809
0.806223083,15.33052861,0.80214894,0.438171362,0.809738725,-5.934545225,0.091655091,RGRF2,sp|O14827|RGRF2_HUMAN,1.54734936,15.66521934,2.855157763,0.014961638,0.472930237,-2.992689165,0.325202918,O14827
0.189790328,14.4886665,0.80218108,0.438153481,0.809738725,-5.934519706,0.091655091,FKB1A,sp|P62942|FKB1A_HUMAN,-0.163467528,14.67103316,-0.639701517,0.53483277,0.912613569,-5.941269743,0.039713079,P62942
0.108212892,15.9405509,0.801611604,0.438470369,0.809840375,-5.93497172,0.091600575,ETHE1,sp|O95571|ETHE1_HUMAN,0.028233503,15.93328111,0.210814493,0.836700497,0.97949654,-6.126795226,0.008997094,O95571
-0.156303611,14.36002698,-0.800230874,0.439239302,0.810809367,-5.936066465,0.091081243,PSG2,sp|P11465|PSG2_HUMAN,-0.143245807,14.27833036,-0.619732141,0.547449286,0.912613569,-5.953870262,0.039713079,P11465
0.158228171,17.33839336,0.79901425,0.439917568,0.81161001,-5.937029696,0.090652605,UN13D,sp|Q70J99|UN13D_HUMAN,0.025660795,17.30364257,0.161680283,0.874347592,0.985371445,-6.136263674,0.006400027,Q70J99
0.211547833,14.0773571,0.796416105,0.441368302,0.811972148,-5.939082321,0.090458867,CO4A1,sp|P02462|CO4A1_HUMAN,0.389267629,14.01047853,1.978213541,0.072220617,0.609740801,-4.412888399,0.214854743,P02462
0.094128618,23.31463819,0.796619399,0.441254677,0.811972148,-5.938921927,0.090458867,KV37,sp|A0A075B6H7|KV37_HUMAN,0.207923599,23.0982686,1.510304836,0.157793304,0.728883053,-5.07393007,0.137342147,A0A075B6H7
0.13208892,17.86493389,0.796034358,0.44158172,0.811972148,-5.93938341,0.090458867,AT2A2,sp|P16615|AT2A2_HUMAN,-0.139489803,17.81441958,-1.042005777,0.318700983,0.820250808,-5.612321849,0.086053333,P16615
-0.187051654,13.67739006,-0.796045571,0.44157545,0.811972148,-5.939374568,0.090458867,LYAM2,sp|P16581|LYAM2_HUMAN,0.230825729,13.97177577,0.878924116,0.397335441,0.866973336,-5.762285013,0.061994259,P16581
-0.266730998,13.38388651,-0.796621515,0.441253494,0.811972148,-5.938920258,0.090458867,PA1B2,sp|P68402|PA1B2_HUMAN,0.137464566,13.46906942,0.479455072,0.64055305,0.939874259,-6.031733241,0.026930244,P68402
-0.173216842,15.4641536,-0.797495978,0.440764954,0.811972148,-5.93822991,0.090458867,VAV,sp|P15498|VAV_HUMAN,0.095014268,15.15278836,0.452865951,0.65902304,0.942800634,-6.044350691,0.025580134,P15498
-0.188744503,11.97767888,-0.795237028,0.442027687,0.812342134,-5.940011858,0.090261021,PP12C,sp|Q9BZL4|PP12C_HUMAN,0.176868657,12.03112611,1.041771864,0.318804935,0.820250808,-5.612552144,0.086053333,Q9BZL4
-0.108514809,17.21360631,-0.794253095,0.442578428,0.812635508,-5.940786608,0.090104205,CADH1,sp|P12830|CADH1_HUMAN,0.233583639,17.30410024,2.101316288,0.05825778,0.607868733,-4.224266789,0.216190195,P12830
-0.16305423,13.18285809,-0.792566416,0.44352355,0.812635508,-5.942112703,0.090104205,IPP2,sp|P41236|IPP2_HUMAN,-0.343605764,13.15084811,-1.319165868,0.212634017,0.757046933,-5.311234763,0.120877196,P41236
0.08870903,15.18142161,0.792823183,0.443379588,0.812635508,-5.941910991,0.090104205,SCEL,sp|O95171|SCEL_HUMAN,0.231047672,15.28080476,1.253468653,0.234781712,0.766165792,-5.387480868,0.115677242,O95171
0.244667729,13.51216465,0.791020544,0.444390915,0.812635508,-5.943325873,0.090104205,QORX,sp|Q53FA7|QORX_HUMAN,0.167869974,13.60196914,0.89131148,0.390927708,0.864904245,-5.751658511,0.063031972,Q53FA7
0.305726141,10.31202266,0.79304972,0.4432526,0.812635508,-5.941732979,0.090104205,IFI6,sp|P09912|IFI6_HUMAN,0.333039239,10.00766933,0.721426631,0.48497601,0.899237641,-5.885867999,0.046125522,P09912
-0.096139884,17.1213429,-0.793858925,0.442799182,0.812635508,-5.941096737,0.090104205,TIMP1,sp|P01033|TIMP1_HUMAN,-0.071856286,17.25213317,-0.483551015,0.637729722,0.939874259,-6.029728161,0.026930244,P01033
-0.170492912,15.53421837,-0.791609984,0.44406006,0.812635508,-5.942863542,0.090104205,DDX6,sp|P26196|DDX6_HUMAN,0.070314818,15.54534684,0.373766285,0.715339512,0.960820447,-6.077764855,0.017357763,P26196
-0.154732969,11.28966386,-0.791117281,0.444336606,0.812635508,-5.943250018,0.090104205,VP26B,sp|Q4G0F5|VP26B_HUMAN,0.053271623,11.14605113,0.299061941,0.770198294,0.970650421,-6.103583577,0.012937153,Q4G0F5
0.160338603,17.37931458,0.792044672,0.44381617,0.812635508,-5.942522394,0.090104205,RALB,sp|P11234|RALB_HUMAN,0.043710644,17.27426706,0.289106362,0.777616537,0.972583005,-6.106598968,0.012073324,P11234
-0.112857942,14.43288167,-0.790228717,0.44483562,0.812636415,-5.943946461,0.090103721,AT5F1,sp|P24539|AT5F1_HUMAN,0.04699183,14.55162738,0.22605389,0.825104871,0.977505666,-6.123354856,0.009880716,P24539
-0.099134632,15.03269941,-0.790147769,0.444881098,0.812636415,-5.944009872,0.090103721,TMEDA,sp|P49755|TMEDA_HUMAN,-0.015634974,15.07688034,-0.144425336,0.887650642,0.986191943,-6.138999074,0.00603855,P49755
-0.156575845,13.44751928,-0.789349663,0.44532965,0.813008311,-5.94463476,0.089905015,5MP2,sp|Q7L1Q6|5MP2_HUMAN,0.1918924,13.39240119,1.209327,0.25067747,0.775681817,-5.437069568,0.110316389,Q7L1Q6
-0.186733694,12.44807848,-0.787767454,0.446219743,0.813197447,-5.945871896,0.089803993,LNP,sp|Q9C0E8|LNP_HUMAN,-0.375462257,12.44631472,-1.611499947,0.134004894,0.708220132,-4.939785513,0.149831732,Q9C0E8
-0.092890801,16.63914692,-0.786644848,0.446851974,0.813197447,-5.946748317,0.089803993,SNAA,sp|P54920|SNAA_HUMAN,-0.22875717,16.87338616,-1.480126436,0.165557033,0.728883053,-5.112843629,0.137342147,P54920
0.14316133,13.53588876,0.784381516,0.448128391,0.813197447,-5.948511892,0.089803993,RPIA,sp|P49247|RPIA_HUMAN,0.239304221,13.31344494,1.481593457,0.16517222,0.728883053,-5.110963989,0.137342147,P49247
-0.143000358,13.07944896,-0.785896663,0.447273658,0.813197447,-5.947331803,0.089803993,NR0B2,sp|Q15466|NR0B2_HUMAN,0.36168904,12.22600778,1.078064914,0.302976129,0.811034092,-5.57631664,0.09096089,Q15466
