logFC.t,AveExpr.t,t.t,P.Value.t,adj.P.Val.t,B.t,#NAME?,gene,ID,logFC.s,AveExpr.s,t.s,P.Value.s,adj.P.Val.s,B.s,#NAME?,UniProtID
0.34459376,15.06593638,2.178254778,0.050201435,0.387485027,-4.188266614,0.411745075,ERP29,sp|P30040|ERP29_HUMAN,0.11916726,15.28093543,0.524271723,0.609990209,0.928468579,-6.008908015,0.032232789,P30040
0.312068278,15.20936575,2.175797337,0.050422317,0.388286935,-4.192211431,0.410847223,IHH,sp|Q14623|IHH_HUMAN,0.220473867,15.11682167,1.37263227,0.195897319,0.752526853,-5.247107254,0.123477998,Q14623
1.238030769,11.07392839,2.173726073,0.050609201,0.388823929,-4.19553494,0.410247016,SPR1B,sp|P22528|SPR1B_HUMAN / sp|P35321|SPR1A_HUMAN,-0.661391958,10.30302819,-0.989297972,0.342762964,0.842302007,-5.663132601,0.074532165,P22528
0.544977702,13.90216227,2.168902747,0.051046934,0.391281237,-4.203269387,0.407510977,PYR1,sp|P27708|PYR1_HUMAN,0.3695565,13.95194361,1.920205171,0.07982575,0.625528628,-4.499951763,0.20375281,P27708
0.296973256,19.61836023,2.164531385,0.051446737,0.393437143,-4.210273057,0.405124642,NUCB1,sp|Q02818|NUCB1_HUMAN,0.108873809,19.7483929,0.822235082,0.427569351,0.872187078,-5.809254067,0.059390352,Q02818
-0.398928724,13.45592314,-2.158866183,0.051969271,0.394073826,-4.219341093,0.404422409,ARLY,sp|P04424|ARLY_HUMAN,-0.548299512,13.40154434,-2.131384645,0.055254783,0.590713242,-4.177462939,0.228623293,P04424
0.375780382,12.522855,2.157442824,0.05210134,0.394073826,-4.221617869,0.404422409,TRYB1,sp|Q15661|TRYB1_HUMAN / sp|P20231|TRYB2_HUMAN,0.122392389,12.85150299,0.744850398,0.471227068,0.892806856,-5.868870024,0.049242484,Q15661
0.263896824,25.58009241,2.158735032,0.051981427,0.394073826,-4.219550904,0.404422409,APOC3,sp|P02656|APOC3_HUMAN,0.078869803,25.53519487,0.710995157,0.491177525,0.902132234,-5.893278833,0.044729799,P02656
-0.319463453,16.63873207,-2.157202672,0.052123655,0.394073826,-4.222001951,0.404422409,IF4A2,sp|Q14240|IF4A2_HUMAN,-0.100257022,16.66835344,-0.548790149,0.593585563,0.924268459,-5.995600115,0.034201867,Q14240
1.071287144,13.59043846,2.161667596,0.051710258,0.394073826,-4.21485821,0.404422409,PD1L1,sp|Q9NZQ7|PD1L1_HUMAN,0.365249901,13.18967942,0.396053037,0.699274837,0.956136993,-6.068978441,0.019479879,Q9NZQ7
0.266453891,16.38016836,2.148983663,0.052892794,0.39538555,-4.235136209,0.402979207,LV136,sp|A0A0B4J1U3|LV136_HUMAN,0.378805725,15.6257358,2.210292684,0.048054223,0.589635363,-4.053398294,0.229416478,A0A0B4J1U3
-0.412612624,14.54725335,-2.148992774,0.052891936,0.39538555,-4.235121662,0.402979207,IF1AX,sp|P47813|IF1AX_HUMAN,-0.419392429,14.59906633,-2.126754412,0.055707516,0.590713242,-4.184687856,0.228623293,P47813
-0.343957841,15.39592444,-2.150555362,0.052744891,0.39538555,-4.232626181,0.402979207,S10A6,sp|P06703|S10A6_HUMAN,-0.21371606,15.62527654,-1.286101451,0.223558297,0.757046933,-5.349967054,0.120877196,P06703
-0.650794968,12.85819859,-2.151414243,0.052664232,0.39538555,-4.231254215,0.402979207,PATL1,sp|Q86TB9|PATL1_HUMAN,-0.135037094,13.06987808,-0.412343926,0.687627398,0.953955901,-6.062243121,0.020471701,Q86TB9
-0.494563,20.08027991,-2.150791473,0.052722706,0.39538555,-4.232249043,0.402979207,SPTA1,sp|P02549|SPTA1_HUMAN,0.007568322,20.3465008,0.025631899,0.97998787,0.994976978,-6.149473319,0.002186968,P02549
0.4905792,13.75993211,2.145964074,0.053178046,0.395735282,-4.239956407,0.402595228,DDR2,sp|Q16832|DDR2_HUMAN,-0.097700378,13.67305967,-0.553434084,0.590504366,0.923616858,-5.993014604,0.034508149,Q16832
0.287963988,16.65661477,2.146114709,0.053163782,0.395735282,-4.239716014,0.402595228,CATB,sp|P07858|CATB_HUMAN,0.007920609,16.76996649,0.061536318,0.951982669,0.989471316,-6.147849357,0.004596791,P07858
0.763296752,14.14566217,2.139817982,0.053763133,0.399194267,-4.249758757,0.398815704,ARHGF,sp|O94989|ARHGF_HUMAN,0.775366955,13.34797313,1.635378532,0.128871058,0.704650809,-4.907345601,0.152026045,O94989
0.294897684,16.29181374,2.132144182,0.05450216,0.403778275,-4.261981124,0.393857051,TELO2,sp|Q9Y4R8|TELO2_HUMAN,0.161327031,15.61065028,1.091653769,0.29720417,0.807673859,-5.562490929,0.092763973,Q9Y4R8
-0.319805878,20.04720258,-2.11482809,0.056205037,0.406378932,-4.289492916,0.391068815,GPVI,sp|Q9HCN6|GPVI_HUMAN,-0.348726472,20.35420818,-3.100609709,0.009552208,0.417431266,-2.577605024,0.379415025,Q9HCN6
-0.348579283,15.50952663,-2.116163704,0.056071933,0.406378932,-4.287374293,0.391068815,FCER2,sp|P06734|FCER2_HUMAN,-0.287603159,15.64253805,-2.371253824,0.036040586,0.564461874,-3.795410315,0.248365387,P06734
-0.410324101,15.36038937,-2.111185438,0.056569564,0.406378932,-4.29526818,0.391068815,IF5,sp|P55010|IF5_HUMAN,-0.246615887,15.30232558,-2.320113446,0.039504746,0.574673817,-3.878029038,0.240578589,P55010
-0.487407226,14.74574827,-2.122094371,0.055484466,0.406378932,-4.277959854,0.391068815,OFD1,sp|O75665|OFD1_HUMAN,-0.40621938,14.77626327,-1.519869539,0.155398741,0.728883053,-5.061489575,0.137342147,O75665
0.284021609,19.02068069,2.126499748,0.055051836,0.406378932,-4.270959442,0.391068815,CBPB2,sp|Q96IY4|CBPB2_HUMAN,0.173452433,18.91078633,1.317343689,0.213224485,0.757046933,-5.313387948,0.120877196,Q96IY4
-0.292063046,18.59420535,-2.115212719,0.056166676,0.406378932,-4.288882855,0.391068815,PSB3,sp|P49720|PSB3_HUMAN,-0.153584613,18.63083358,-1.30678854,0.216671257,0.757046933,-5.325817893,0.120877196,P49720
-0.343628196,15.11028172,-2.119202783,0.055770169,0.406378932,-4.282551411,0.391068815,MARF1,sp|Q9Y4F3|MARF1_HUMAN,-0.145819978,15.22243955,-1.149363989,0.27361929,0.789689065,-5.502238783,0.102543876,Q9Y4F3
0.748212373,20.67339532,2.120085218,0.055682834,0.406378932,-4.281150474,0.391068815,K2C1,sp|P04264|K2C1_HUMAN,0.283946349,20.38189095,1.079573787,0.302331081,0.811034092,-5.574788365,0.09096089,P04264
0.832413047,9.968576709,2.110245163,0.056664019,0.406378932,-4.29675825,0.391068815,ODP2,sp|P10515|ODP2_HUMAN,0.5940116,10.31469976,1.034361342,0.324061766,0.823872144,-5.570634549,0.084140181,P10515
0.207797316,15.57426844,2.11266744,0.056420991,0.406378932,-4.292919045,0.391068815,FGL2,sp|Q14314|FGL2_HUMAN,0.078620546,15.6270078,0.454858577,0.657630461,0.942800634,-6.043429128,0.025580134,Q14314
-0.53106066,12.39157175,-2.112451615,0.056442605,0.406378932,-4.293261195,0.391068815,UBP7,sp|Q93009|UBP7_HUMAN,-0.097477225,12.5064236,-0.414893159,0.685812269,0.953955901,-6.061165335,0.020471701,Q93009
-0.826049236,11.02054638,-2.125911696,0.055109402,0.406378932,-4.271894248,0.391068815,LUC7L,sp|Q9NQ29|LUC7L_HUMAN,0.134988851,11.1912717,0.397699446,0.698093993,0.956136993,-6.068309726,0.019479879,Q9NQ29
0.273766581,17.92963923,2.111231577,0.056564933,0.406378932,-4.295195054,0.391068815,PODN,sp|Q7Z5L7|PODN_HUMAN,-0.019057011,18.0402408,-0.118777218,0.907489844,0.986613645,-6.142497053,0.005852882,Q7Z5L7
0.330372518,14.34814132,2.109988778,0.0566898,0.406378932,-4.297164498,0.391068815,CFA47,sp|Q6ZTR5|CFA47_HUMAN,0.015436568,14.41758015,0.122337523,0.904731653,0.986613645,-6.142052116,0.005852882,Q6ZTR5
0.730335548,10.29587758,2.119418475,0.05574881,0.406378932,-4.282209004,0.391068815,HM13,sp|Q8TCT9|HM13_HUMAN,0.006721305,10.71351768,0.037324142,0.970863024,0.992391246,-6.149091329,0.003317075,Q8TCT9
-0.233835697,18.42380384,-2.107041899,0.056986913,0.407068354,-4.301832377,0.390332659,FUND2,sp|Q9BWH2|FUND2_HUMAN,-0.103178851,18.40557054,-0.881703066,0.395891727,0.866783484,-5.759912316,0.062089372,Q9BWH2
0.496872688,12.89205484,2.106603194,0.05703127,0.407068354,-4.302527049,0.390332659,CELF2,sp|O95319|CELF2_HUMAN,-0.131016967,12.57500724,-0.412581374,0.687458242,0.953955901,-6.062143003,0.020471701,O95319
-0.40523794,13.36203994,-2.10413803,0.057281119,0.407974323,-4.306429377,0.389367169,PTPRK,sp|Q15262|PTPRK_HUMAN,0.123845111,13.32552682,0.606797944,0.555709382,0.913137077,-5.961832692,0.039464023,Q15262
0.323600576,16.23288521,2.101033125,0.057597268,0.40934761,-4.311341597,0.38790774,NGAL,sp|P80188|NGAL_HUMAN,0.032754999,16.20375241,0.174766518,0.864285056,0.983382563,-6.133984499,0.007277497,P80188
0.243908335,19.89893419,2.098464813,0.057860016,0.409461393,-4.315402506,0.38778704,MUC18,sp|P43121|MUC18_HUMAN,0.065034493,19.83529489,0.57983223,0.573149806,0.916271873,-5.977926795,0.037975645,P43121
0.390401201,14.01243007,2.099016337,0.057803499,0.409461393,-4.31453064,0.38778704,MGAT3,sp|Q09327|MGAT3_HUMAN,0.066149958,14.12015287,0.326903819,0.749580783,0.965663208,-6.094618138,0.015174315,Q09327
0.36858502,13.04594425,2.094896223,0.058226961,0.410308459,-4.32104143,0.38688953,MYO1F,sp|O00160|MYO1F_HUMAN,-0.25773733,13.32717228,-1.03344535,0.322521679,0.823207854,-5.620722251,0.084490495,O00160
-0.450296603,11.65762655,-2.095473973,0.058167406,0.410308459,-4.320128778,0.38688953,MFN2,sp|O95140|MFN2_HUMAN,-0.092040277,11.38966031,-0.226794582,0.824542357,0.977505666,-6.123181579,0.009880716,O95140
-0.299644865,12.6116746,-2.09243156,0.058481665,0.411230185,-4.324933536,0.385915015,QCR10,sp|O14957|QCR10_HUMAN,0.094183076,12.87210769,0.546558372,0.595069285,0.924268459,-5.996835318,0.034201867,O14957
-0.793447572,19.13769592,-2.086975696,0.059049204,0.414343143,-4.33354211,0.382639844,PRDX2,sp|P32119|PRDX2_HUMAN,0.099845526,19.82027689,0.264605608,0.795969638,0.973542617,-6.113591224,0.011645032,P32119
0.258691752,21.51383165,2.074168322,0.060401789,0.418872596,-4.353711418,0.377918051,PGRP2,sp|Q96PD5|PGRP2_HUMAN,0.337618753,21.48369874,2.482496384,0.029488912,0.562492531,-3.613882246,0.24988324,Q96PD5
0.333985316,15.68689886,2.070860565,0.060755799,0.418872596,-4.358911598,0.377918051,NXP20,sp|Q8IWE2|NXP20_HUMAN,0.248011396,15.80956948,1.991095952,0.070625326,0.609740801,-4.39338857,0.214854743,Q8IWE2
0.224904481,18.74140303,2.071372021,0.060700934,0.418872596,-4.35810777,0.377918051,VDAC3,sp|Q9Y277|VDAC3_HUMAN,0.164828202,18.88165666,1.480709364,0.165404034,0.728883053,-5.112096893,0.137342147,Q9Y277
0.373065037,16.72414558,2.078743712,0.059915289,0.418872596,-4.3465123,0.377918051,TSK,sp|Q8WUA8|TSK_HUMAN,0.259156958,16.58021639,1.221334702,0.246271082,0.772206478,-5.423713581,0.112266559,Q8WUA8
-0.919296201,18.69981176,-2.070164425,0.060830549,0.418872596,-4.36000554,0.377918051,SAA2,sp|P0DJI9|SAA2_HUMAN,-0.316326803,18.58936371,-0.979356852,0.347445553,0.844428377,-5.672469487,0.073437181,P0DJI9
-0.280039718,15.05527536,-2.074708891,0.060344119,0.418872596,-4.352861229,0.377918051,AOC1,sp|P19801|AOC1_HUMAN,-0.061285926,15.07882472,-0.400463366,0.696113509,0.956136993,-6.067181055,0.019479879,P19801
-0.362144914,13.80381717,-2.074430204,0.060373844,0.418872596,-4.353299551,0.377918051,KCJ14,sp|Q9UNX9|KCJ14_HUMAN,-0.064417268,13.72485688,-0.345250613,0.736103538,0.964602284,-6.088282753,0.015651714,Q9UNX9
-0.396424978,17.83804979,-2.070762451,0.060766329,0.418872596,-4.359065788,0.377918051,MARE2,sp|Q15555|MARE2_HUMAN,0.040466404,17.81441102,0.270217483,0.7917541,0.972723403,-6.112043556,0.012010635,Q15555
0.828895275,19.30443457,2.071272889,0.060711564,0.418872596,-4.358263577,0.377918051,H2B1M,sp|Q99879|H2B1M_HUMAN / sp|Q5QNW6|H2B2F_HUMAN / sp|P62807|H2B1C_HUMAN / sp|O60814|H2B1K_HUMAN / sp|Q99877|H2B1N_HUMAN / sp|Q99880|H2B1L_HUMAN / sp|Q93079|H2B1H_HUMAN / sp|P58876|H2B1D_HUMAN,0.010960201,20.04734484,0.039243498,0.969365499,0.992240564,-6.149015068,0.003383023,Q99879
-0.788802536,10.67974447,-2.067592805,0.061107431,0.419907996,-4.364045268,0.376845855,SAMN1,sp|Q9NSI8|SAMN1_HUMAN,-1.102825657,10.70589604,-2.570436764,0.02514377,0.541810085,-3.468859812,0.266152915,Q9NSI8
0.225132583,19.14533119,2.066168204,0.061261321,0.420095713,-4.366282191,0.37665175,LRIG1,sp|Q96JA1|LRIG1_HUMAN,-0.074833789,19.24969468,-0.652980229,0.526536198,0.911686477,-5.932685672,0.040154487,Q96JA1
0.302931034,17.84359889,2.056268419,0.062340768,0.425738703,-4.381807824,0.370856867,ITB2,sp|P05107|ITB2_HUMAN,0.059826373,18.00858156,0.408318862,0.690497521,0.953955901,-6.063931755,0.020471701,P05107
0.263631504,18.6466342,2.057395384,0.062216998,0.425738703,-4.380042119,0.370856867,SEPR,sp|Q12884|SEPR_HUMAN,-0.018426795,18.57308208,-0.167863705,0.869589918,0.98401933,-6.135208716,0.00699637,Q12884
0.250160469,13.00267958,2.049871829,0.063047646,0.426181543,-4.391821573,0.370405363,SR140,sp|O15042|SR140_HUMAN,0.563371401,13.14934439,2.023633367,0.066740659,0.609740801,-4.343880943,0.214854743,O15042
-0.276274132,15.72975493,-2.052680379,0.062736362,0.426181543,-4.387426576,0.370405363,PRPS1,sp|P60891|PRPS1_HUMAN,-0.23111126,15.7600553,-1.026436387,0.325675063,0.823872144,-5.627557723,0.084140181,P60891
0.246436003,15.54572508,2.049978659,0.063035779,0.426181543,-4.391654449,0.370405363,DOB,sp|P13765|DOB_HUMAN,0.085794155,15.46271014,0.701379807,0.49693643,0.903151206,-5.900022601,0.044239534,P13765
-0.339012942,18.73993119,-2.050947948,0.062928205,0.426181543,-4.390137916,0.370405363,QPCT,sp|Q16769|QPCT_HUMAN,-0.013289053,18.71185269,-0.103856909,0.919062042,0.986613645,-6.144219073,0.005852882,Q16769
0.454670994,18.58266596,2.052657241,0.06273892,0.426181543,-4.387462796,0.370405363,ECHB,sp|P55084|ECHB_HUMAN,0.015169659,18.41635321,0.066080407,0.948442286,0.988571809,-6.147548506,0.004991778,P55084
-0.414070245,11.8492987,-2.045644243,0.063518924,0.427773621,-4.398432015,0.368786,KSR1,sp|Q8IVT5|KSR1_HUMAN,0.228497816,11.38649937,1.023545176,0.326982443,0.825288767,-5.630366192,0.083394066,Q8IVT5
0.271075206,16.57974006,2.045447427,0.063540945,0.427773621,-4.398739613,0.368786,GPDM,sp|P43304|GPDM_HUMAN,-0.036516923,16.5552456,-0.263235181,0.797000111,0.973576864,-6.113964295,0.011629755,P43304
0.248666963,23.01678652,2.038768306,0.064292449,0.429464115,-4.409170239,0.367073119,KVD11,sp|A0A0A0MRZ8|KVD11_HUMAN / sp|P04433|KV311_HUMAN,0.352640405,22.70410634,2.412743106,0.03344717,0.564461874,-3.72798267,0.248365387,A0A0A0MRZ8
-0.672297509,14.03113265,-2.038273507,0.06434845,0.429464115,-4.409942333,0.367073119,C8AP2,sp|Q9UKL3|C8AP2_HUMAN,-0.489739215,14.20571949,-2.241584239,0.045453295,0.589635363,-4.003733553,0.229416478,Q9UKL3
0.340625915,22.74749158,2.041539038,0.0639797,0.429464115,-4.404845145,0.367073119,TSP4,sp|P35443|TSP4_HUMAN,0.158002885,22.7046479,0.871114668,0.401411834,0.867111175,-5.768917927,0.061925217,P35443
0.350956798,13.55817728,2.038273615,0.064348438,0.429464115,-4.409942165,0.367073119,ODPA,sp|P08559|ODPA_HUMAN,0.131550613,13.53536036,0.807848687,0.435478493,0.874928819,-5.820734311,0.058027278,P08559
0.499634009,11.63041281,2.037474054,0.064439027,0.429464115,-4.411189635,0.367073119,P85A,sp|P27986|P85A_HUMAN,0.120874171,11.56659001,0.275384995,0.787878455,0.972723403,-6.110590092,0.012010635,P27986
0.407576359,13.36941514,2.035832218,0.064625416,0.429843201,-4.413750515,0.366689938,RMD3,sp|Q96TC7|RMD3_HUMAN,-0.022741119,13.19882341,-0.147390274,0.885362085,0.986191943,-6.1385509,0.00603855,Q96TC7
-0.549024566,11.31791437,-2.029621749,0.065335009,0.431107148,-4.423428792,0.365414776,RL7,sp|P18124|RL7_HUMAN,-0.467313885,11.06683353,-1.222103984,0.245990893,0.772206478,-5.422854497,0.112266559,P18124
-0.294136241,14.26808415,-2.03012353,0.065277409,0.431107148,-4.422647332,0.365414776,DDX3X,sp|O00571|DDX3X_HUMAN,-0.113814403,14.33323271,-0.75127039,0.467501675,0.89188432,-5.864125412,0.049691471,O00571
-0.709815304,10.73708091,-2.03049217,0.065235122,0.431107148,-4.422073166,0.365414776,LRCH4,sp|O75427|LRCH4_HUMAN,0.388412741,10.3285967,0.613533391,0.551399357,0.912613569,-5.957705853,0.039713079,O75427
0.619917313,17.04404983,2.031085413,0.065167125,0.431107148,-4.421149073,0.365414776,ARPC5,sp|O15511|ARPC5_HUMAN,0.104598733,17.15367013,0.407118262,0.691354604,0.953955901,-6.06443233,0.020471701,O15511
-0.449881761,10.78001671,-2.025441624,0.065816693,0.433423819,-4.42993533,0.363087226,NFKB1,sp|P19838|NFKB1_HUMAN,0.351737927,11.1256199,0.972726422,0.350594246,0.844428377,-5.678652894,0.073437181,P19838
0.281886339,17.55190019,2.017611637,0.066727852,0.436250274,-4.442106265,0.360264288,MAVS,sp|Q7Z434|MAVS_HUMAN,0.407541316,17.72857045,2.291267042,0.041597603,0.577667137,-3.924374717,0.238322338,Q7Z434
0.314708918,13.50905303,2.020424951,0.066399132,0.436250274,-4.437735774,0.360264288,SPB9,sp|P50453|SPB9_HUMAN,-0.369158354,13.74422654,-1.986123413,0.071237185,0.609740801,-4.40092232,0.214854743,P50453
-0.395723875,15.88027408,-2.019149876,0.066547931,0.436250274,-4.439716958,0.360264288,ATG3,sp|Q9NT62|ATG3_HUMAN,-0.081882189,15.88220992,-0.523103019,0.61077784,0.928468579,-6.009527921,0.032232789,Q9NT62
-0.808111159,11.86024715,-2.017237685,0.06677166,0.436250274,-4.442686987,0.360264288,RHAG,sp|Q02094|RHAG_HUMAN,0.165835281,12.55378612,0.510883412,0.619043534,0.930949474,-6.01593054,0.031073889,Q02094
-0.281223585,16.03342261,-2.015793673,0.066941074,0.436497888,-4.444928966,0.360017853,HTRA1,sp|Q92743|HTRA1_HUMAN,-0.09232357,15.97744704,-0.626174062,0.543361132,0.912613569,-5.949846108,0.039713079,Q92743
0.328933225,12.9904507,2.013595797,0.0671997,0.437325103,-4.448339957,0.359195592,VNN1,sp|O95497|VNN1_HUMAN,-0.09996026,12.69873521,-0.622137669,0.54592068,0.912613569,-5.952372109,0.039713079,O95497
0.270131444,15.37744446,2.008953131,0.067749056,0.437810838,-4.455539401,0.358713492,C1QT5,sp|Q9BXJ0|C1QT5_HUMAN,-0.237272739,15.49285472,-1.319968235,0.212374439,0.757046933,-5.310285958,0.120877196,Q9BXJ0
-0.256484614,16.23352568,-2.009276892,0.067710612,0.437810838,-4.455037594,0.358713492,SLK,sp|Q9H2G2|SLK_HUMAN,0.150362472,16.05980322,1.223550457,0.245464742,0.772206478,-5.421238058,0.112266559,Q9H2G2
-0.58680688,11.71534777,-2.008507718,0.06780198,0.437810838,-4.456229698,0.358713492,CE170,sp|Q5SW79|CE170_HUMAN,0.33141759,11.69925398,0.886445165,0.393436428,0.866783484,-5.755848456,0.062089372,Q5SW79
-0.505083533,12.43593458,-2.010011581,0.067623447,0.437810838,-4.453898735,0.358713492,UFM1,sp|P61960|UFM1_HUMAN,0.021877181,12.5454646,0.108488483,0.915467577,0.986613645,-6.143709172,0.005852882,P61960
-0.380501055,17.11183688,-2.006375359,0.068055875,0.438596989,-4.459533414,0.357934354,TSN9,sp|O75954|TSN9_HUMAN,-0.358284934,17.27380093,-2.227985375,0.04656671,0.589635363,-4.025348221,0.229416478,O75954
-0.21021622,14.21196606,-2.004733451,0.068251974,0.439008337,-4.462076134,0.357527232,ZZEF1,sp|O43149|ZZEF1_HUMAN,0.027411683,14.17404459,0.258598521,0.800489546,0.973599473,-6.115212343,0.01161967,O43149
0.21454585,20.37455045,1.99931936,0.068902317,0.439882963,-4.47045363,0.356662858,FCN1,sp|O00602|FCN1_HUMAN,0.113164958,20.53087113,0.907829353,0.382494626,0.8599304,-5.737288754,0.065536698,O00602
-0.673901368,11.18877259,-1.999950288,0.068826235,0.439882963,-4.469477916,0.356662858,NDUB3,sp|O43676|NDUB3_HUMAN,0.397447534,10.6386345,0.796682554,0.441682816,0.877811537,-5.829520687,0.056598716,O43676
-0.45024852,12.52091968,-1.99948943,0.068881801,0.439882963,-4.470190636,0.356662858,RMP,sp|O94763|RMP_HUMAN,-0.201985339,12.15876257,-0.753597843,0.466155684,0.89188432,-5.86239626,0.049691471,O94763
0.316155334,16.37651029,1.999188641,0.06891809,0.439882963,-4.470655766,0.356662858,MEIG1,sp|Q5JSS6|MEIG1_HUMAN,-0.046414963,16.53000218,-0.328569564,0.748353488,0.965663208,-6.094056928,0.015174315,Q5JSS6
-0.25828466,26.18060167,-1.996644838,0.069225697,0.44099825,-4.474588091,0.355563134,FA9,sp|P00740|FA9_HUMAN,-0.238793443,26.12552609,-2.301677076,0.040830364,0.576465524,-3.90767169,0.239226661,P00740
-0.791781154,17.53506997,-1.991799591,0.069815125,0.443901151,-4.482071506,0.352713729,EIF3A,sp|Q14152|EIF3A_HUMAN,0.203513545,15.97416018,0.219449684,0.830124862,0.977505666,-6.124875004,0.009880716,Q14152
0.380246564,12.15261093,1.988612468,0.070205372,0.44467868,-4.486989244,0.351953692,TAP2,sp|Q03519|TAP2_HUMAN,-0.429336231,11.88562741,-1.656418252,0.12449182,0.700299307,-4.87852405,0.154716304,Q03519
-0.459728218,12.23564435,-1.989201199,0.070133133,0.44467868,-4.486081114,0.351953692,GMPPA,sp|Q96IJ6|GMPPA_HUMAN,-0.164198607,12.2490597,-0.694930424,0.50082192,0.903899751,-5.904498838,0.043879733,Q96IJ6
-0.388399865,15.51473205,-1.987124879,0.070388209,0.444987555,-4.489283306,0.351652135,ADDB,sp|P35612|ADDB_HUMAN,0.131389119,15.71951772,0.544217454,0.596627628,0.924268459,-5.998125801,0.034201867,P35612
-0.317940776,17.8916692,-1.985471155,0.070591984,0.445427364,-4.491832609,0.351223107,INHBE,sp|P58166|INHBE_HUMAN,0.015803322,18.00729022,0.084903539,0.933790014,0.987021992,-6.146074319,0.00567317,P58166
-0.435378796,11.19640104,-1.984361059,0.070729077,0.445445554,-4.493543308,0.351205371,GDE,sp|P35573|GDE_HUMAN,-0.220078628,11.16505354,-0.61041176,0.553394576,0.912613569,-5.959623785,0.039713079,P35573
-0.848236531,12.16674781,-1.980576617,0.071198298,0.447551421,-4.49937182,0.34915706,DDTL,sp|A6NHG4|DDTL_HUMAN / sp|P30046|DOPD_HUMAN,0.089480433,12.49316634,0.112308746,0.912504225,0.986613645,-6.143271886,0.005852882,A6NHG4
-0.652027861,11.07517513,-1.977084196,0.071633864,0.448547839,-4.504745829,0.348191231,PRIO,sp|P04156|PRIO_HUMAN,0.35300105,10.79986361,0.523660779,0.610401882,0.928468579,-6.009232237,0.032232789,P04156
0.209821938,26.00879407,1.976058536,0.071762248,0.448547839,-4.506323206,0.348191231,PLF4,sp|P02776|PLF4_HUMAN,0.0493878,25.93713431,0.41048612,0.688951499,0.953955901,-6.063024522,0.020471701,P02776
0.460396278,13.73514906,1.977868286,0.07153586,0.448547839,-4.503539698,0.348191231,SC31A,sp|O94979|SC31A_HUMAN,-0.003809877,13.60816872,-0.025875858,0.979797445,0.994976978,-6.149466798,0.002186968,O94979
0.444297907,14.75899241,1.974754898,0.071925736,0.448699245,-4.50832752,0.348044661,PGM1,sp|P36871|PGM1_HUMAN,0.162921198,14.81265023,0.644777446,0.531652505,0.912613569,-5.938007697,0.039713079,P36871
0.32467055,15.43110244,1.973711344,0.072056854,0.448699245,-4.5099315,0.348044661,CNDP2,sp|Q96KP4|CNDP2_HUMAN,-0.072109538,15.39451191,-0.487755693,0.63483763,0.939029247,-6.027652849,0.027320881,Q96KP4
0.495494281,12.14627013,1.970152195,0.072505709,0.449211931,-4.515398946,0.347548717,CP131,sp|Q9UPN4|CP131_HUMAN,-0.272531759,12.2573209,-1.096090538,0.295337771,0.807522655,-5.557946656,0.092845285,Q9UPN4
-0.300917342,18.24414499,-1.969839846,0.072545223,0.449211931,-4.515878537,0.347548717,PSB4,sp|P28070|PSB4_HUMAN,-0.026958571,18.37314372,-0.220892558,0.829027424,0.977505666,-6.124546699,0.009880716,P28070
0.310160581,15.8760601,1.971981716,0.072274661,0.449211931,-4.512589095,0.347548717,ANGL2,sp|Q9UKU9|ANGL2_HUMAN,-0.003319695,15.95479155,-0.032975078,0.974256682,0.99421037,-6.149249984,0.002521712,Q9UKU9
0.311742376,16.23844299,1.951823201,0.074858373,0.458638394,-4.543479008,0.338529592,SALL3,sp|Q9BXA9|SALL3_HUMAN,0.296640273,16.10013117,2.04609596,0.064176008,0.609740801,-4.309494052,0.214854743,Q9BXA9
-0.435591736,15.80650491,-1.951529342,0.074896658,0.458638394,-4.543928151,0.338529592,TM1L2,sp|Q6ZVM7|TM1L2_HUMAN,0.446272112,15.81349376,1.623736506,0.131352069,0.708220132,-4.923197989,0.149831732,Q6ZVM7
0.276695505,17.84719386,1.951882179,0.074850691,0.458638394,-4.543388861,0.338529592,AGRL4,sp|Q9HBW9|AGRL4_HUMAN,0.180558384,17.94636878,1.49220736,0.162410763,0.728883053,-5.097328043,0.137342147,Q9HBW9
-0.475826141,14.27301827,-1.95447463,0.074513742,0.458638394,-4.539424977,0.338529592,GRDN,sp|Q3V6T2|GRDN_HUMAN,-0.200573776,14.2186804,-0.830408093,0.423118608,0.872011982,-5.802652246,0.059477548,Q3V6T2
0.361828354,14.59862979,1.952350517,0.074789716,0.458638394,-4.542672959,0.338529592,NADK,sp|O95544|NADK_HUMAN,-0.019509693,14.93422285,-0.096009294,0.925156648,0.986613645,-6.145032356,0.005852882,O95544
-0.385323812,14.09035102,-1.952574889,0.07476052,0.458638394,-4.542329953,0.338529592,RIPR2,sp|Q9Y4F9|RIPR2_HUMAN,-0.006850898,13.8378636,-0.026170043,0.979567817,0.994976978,-6.149458852,0.002186968,Q9Y4F9
-0.331569798,16.75733676,-1.947721062,0.075394459,0.460666844,-4.549745825,0.336613044,ZN337,sp|Q9Y3M9|ZN337_HUMAN,-0.296027214,16.84423673,-2.635464535,0.022340041,0.533299813,-3.360895756,0.273028569,Q9Y3M9
0.175730265,16.05150408,1.945818452,0.0756443,0.460666844,-4.552650218,0.336613044,H6ST3,sp|Q8IZP7|H6ST3_HUMAN,-0.078032287,16.01068997,-0.667476443,0.517564623,0.907970132,-5.923128339,0.041928438,Q8IZP7
