pathway,pval,padj,log2err,ES,NES,size
Protein kinase complex,0.401622718,0.934767253,0.091968614,-0.432613692,-1.049294412,12
Protein phosphatase 4 complex,0.478701826,0.964915581,0.082205492,-0.431247803,-0.990312891,10
Protein serine/threonine phosphatase complex,0.31643002,0.896962139,0.106323256,-0.462881197,-1.122707539,12
Protein storage vacuole,0.320235756,0.897559826,0.103576327,0.468303415,1.12018612,12
Protein tyrosine phosphatase complex,0.865263158,1,0.054680849,0.212519639,0.80267107,83
Proteinaceous extracellular matrix,0.109131403,0.730462436,0.202071709,0.295587021,1.202621991,153
Proximal dendrite,0.052781096,0.695239731,0.321775918,0.454380612,1.459664791,38
Pseudopodium,0.838899804,1,0.052912985,0.319171964,0.696826927,9
Puncta adhaerentia,0.552683897,0.984052474,0.073621274,-0.431684729,-0.942133619,8
Pyrenoid,0.376753507,0.92135883,0.094975153,-0.552282251,-1.096200187,6
Pyruvate kinase complex,0.181052632,0.802789609,0.149207542,0.310816047,1.166951778,81
R2TP complex,0.115151515,0.730462436,0.186432558,-0.724848485,-1.379459791,5
RAVE complex,0.071570577,0.712172151,0.237793834,0.734768112,1.467364248,6
RENT complex,0.888667992,1,0.050805414,0.303308116,0.622998395,7
RES complex,0.974576271,1,0.049490487,0.183002841,0.583021833,37
RITS complex,0.879759519,1,0.051635596,0.292336305,0.678601104,11
RNA nuclear export complex,0.114228457,0.730462436,0.186432558,0.670880779,1.410606726,8
RNA polymerase II transcription repressor complex,0.719409283,1,0.063500797,0.263873662,0.852129974,39
RNA-directed RNA polymerase complex,0.799204771,1,0.055710423,0.365874331,0.730667136,6
RPAP3/R2TP/prefoldin-like complex,0.798816568,1,0.055364284,0.392584549,0.739735644,5
RQC complex,0.837675351,1,0.053897903,0.328551118,0.690817849,8
RSC complex,0.261208577,0.85873256,0.116234149,-0.387183176,-1.136132245,27
RSF complex,0.58546169,1,0.070113216,0.420425355,0.917886724,9
Rab-protein geranylgeranyltransferase complex,0.972166998,1,0.046694804,-0.213630507,-0.505909775,11
Rad51B-Rad51C complex,0.292246521,0.877590208,0.110122264,-0.531075384,-1.159049509,8
Rad51C-XRCC3 complex,0.647410359,1,0.065831196,0.327148755,0.863222859,17
Radial spoke,0.737051793,1,0.059603704,0.309937802,0.795725803,15
Ragulator complex,0.165338645,0.792927708,0.152144922,0.49423982,1.30411351,17
Receptor complex,0.191489362,0.816887194,0.145516146,0.311292842,1.161636944,78
Recycling endosome,0.279661017,0.864557346,0.117249717,0.35354306,1.126339468,37
Recycling endosome membrane,0.82205029,1,0.053129805,0.290704739,0.715301965,13
Region of cytosol,0.355555556,0.902627274,0.098890301,-0.583015738,-1.109537766,5
Respiratory chain,0.111801242,0.730462436,0.19189224,0.412523254,1.311459424,36
Respiratory chain complex I,0.132796781,0.731850503,0.172324345,0.456482224,1.287259829,22
Respiratory chain complex III,0.694280079,1,0.061976274,0.447097183,0.842452215,5
Respiratory chain complex IV,0.123260437,0.730462436,0.178219875,0.684758797,1.367493447,6
Retromer complex,0.314341847,0.894523576,0.104732822,0.522286407,1.140273186,9
Retrotransposon nucleocapsid,0.96749522,1,0.045134422,-0.195510335,-0.640393545,45
Rhabdomere,0.08531746,0.712172151,0.216542837,0.527860457,1.423992999,18
Rhino-Deadlock-Cutoff Complex,0.386503067,0.922942736,0.094664622,0.36750899,1.050379473,23
Rhoptry,0.760869565,1,0.057730855,-0.281498485,-0.810556843,25
Ribbon synapse,0.975903614,1,0.046975873,-0.217466704,-0.580007292,18
Ribonuclease III complex,0.77755511,1,0.057366743,0.358449927,0.753683654,8
Ribonucleoprotein complex,0.021839534,0.489541555,0.352487858,-0.358342696,-1.424139862,143
Ribonucleoprotein granule,0.067924528,0.712172151,0.237793834,-0.447115025,-1.4086531,37
Ribose phosphate diphosphokinase complex,0.825819672,1,0.05559471,0.271581604,0.753337918,21
Ribosomal subunit,0.125954198,0.730462436,0.172324345,-0.406729485,-1.302519572,40
Ribosome,0.016162285,0.424856868,0.352487858,-0.459065205,-1.554153229,51
Ribulose bisphosphate carboxylase complex,0.869120654,1,0.053129805,0.251623339,0.719166054,23
Rix1 complex,0.56496063,0.990889016,0.072003314,0.370396392,0.927807098,14
Rod spherule,0.634577603,1,0.06613262,0.386615852,0.875522021,10
Root hair,0.699360341,1,0.06538342,0.259744351,0.864211102,46
Root hair tip,0.468686869,0.963907674,0.083129129,-0.537352536,-1.022636085,5
Rough endoplasmic reticulum,0.715746421,1,0.062249043,0.294746146,0.842415588,23
Rough endoplasmic reticulum lumen,0.613226453,1,0.06879431,0.381869202,0.886434077,11
Rough endoplasmic reticulum membrane,0.122244489,0.730462436,0.179782316,-0.668211201,-1.37956621,7
Rpd3L complex,0.063116371,0.712172151,0.252961123,0.783953957,1.477181633,5
Ruffle,0.958419958,1,0.049391011,0.189920209,0.673887642,60
Ruffle membrane,0.951417004,1,0.048505984,0.204268631,0.60598648,26
Ryanodine receptor complex,0.837310195,1,0.057609111,0.240457773,0.78230817,42
S-layer,0.157996146,0.775571589,0.153158809,-0.394490079,-1.228009075,36
S100A8 complex,0.051855573,0.695239731,0.321775918,0.335191904,1.326097885,119
S100A9 complex,0.210161663,0.831289379,0.144630528,0.292896682,1.139672244,109
SC5b-7 complex,0.489065606,0.968163843,0.07998588,0.482981823,0.992050278,7
SCAR complex,0.497017893,0.969659564,0.079131665,0.505859541,1.01022376,6
SLIK (SAGA-like) complex,0.086,0.712172151,0.216542837,-0.545843498,-1.429645403,17
SMAD2 protein complex,0.492900609,0.969449162,0.08063885,-0.400146445,-0.970545861,12
SMAD3 protein complex,0.734251969,1,0.059221919,0.315272656,0.789727476,14
SMC loading complex,0.72745491,1,0.060509299,-0.397962508,-0.789897874,6
SNARE complex,0.496981891,0.969659564,0.079770592,0.371348664,0.965383046,16
SPOTS complex,0.927021696,1,0.048505984,0.306138976,0.576848766,5
STING complex,0.354124748,0.902349169,0.098890301,0.379861867,1.071193786,22
SUMO activating enzyme complex,0.41453831,0.941867001,0.088359444,0.48555371,1.06007713,9
SUMO-targeted ubiquitin ligase complex,0.216699801,0.837960494,0.130777138,0.61219167,1.257448805,7
SWI/SNF superfamily-type complex,0.290909091,0.875732532,0.111462667,-0.61787906,-1.175886185,5
Sarcolemma,0.98265896,1,0.044774889,-0.187367405,-0.583485939,35
Sarcomere,0.095238095,0.722792947,0.199915231,-0.396219286,-1.344256093,52
Sarcoplasm,0.942622951,1,0.049490487,0.218036668,0.631089322,24
Sarcoplasmic reticulum,0.972762646,1,0.045679041,-0.197742299,-0.554929167,21
Sarcoplasmic reticulum membrane,0.97995992,1,0.046694804,0.21488653,0.49881672,11
Scaffoldin complex,0.003939162,0.211709482,0.407017919,-0.80751343,-1.762363824,8
Sec61 translocon complex,0.671905697,1,0.063359701,0.382622185,0.835353576,9
Secondary cell wall,0.720792079,1,0.060378636,-0.2915419,-0.826665125,22
Secondary lysosome,0.821643287,1,0.05479395,-0.349761779,-0.722106321,7
Secretory granule,0.007028264,0.26947844,0.407017919,0.347468561,1.422014457,159
Secretory granule lumen,0.000100616,0.013327049,0.538434096,0.535246023,1.952379881,67
Secretory granule membrane,0.479477612,0.964915581,0.077679856,-0.318106296,-0.98830456,32
Secretory vesicle,0.041487279,0.640563463,0.321775918,0.307489207,1.270784069,176
Semaphorin receptor complex,0.500994036,0.969659564,0.078711381,0.500561272,0.999642885,6
Sensory dendrite,0.531313131,0.971296402,0.076476705,-0.509779774,-0.970162337,5
Septate junction,0.458089669,0.960671121,0.082434409,-0.362618695,-0.992524666,19
Septin complex,0.457556936,0.960671121,0.085784441,0.315475584,1.002933588,36
Septin ring,0.822937626,1,0.05490737,0.284522702,0.739664417,16
Serine protease inhibitor complex,0.080508475,0.712172151,0.23112671,0.354436394,1.307788344,75
Set3 complex,0.332684825,0.898560504,0.100633389,-0.388159665,-1.089302192,21
Sexine,0.111561866,0.730462436,0.190023305,-0.621914161,-1.384785242,9
Shc-Grb2-Sos complex,0.184,0.807493976,0.143758989,-0.495051278,-1.264709657,15
Shu complex,0.036166958,0.598809752,0.321775918,0.768574876,1.534877844,6
Side of membrane,0.120267261,0.730462436,0.19189224,0.291366974,1.185452354,153
Sieve plate,0.889779559,1,0.051114795,0.304220209,0.639659216,8
Signal peptidase complex,0.5041841,0.970404537,0.081080206,0.275308947,0.966506184,56
Signal recognition particle receptor complex,0.821205821,1,0.056529953,0.225459453,0.799990374,60
Silver ion transmembrane transporter complex,0.284860558,0.864557346,0.111918316,0.432331099,1.140759615,17
Site of polarized growth,0.921001927,1,0.04773424,-0.226134314,-0.703934026,36
Skeletal muscle myofibril,0.31827112,0.897559826,0.103958472,0.517687778,1.130233306,9
Ski complex,0.742746615,1,0.057852976,-0.266766291,-0.817789323,31
Slit-Robo signaling complex,0.436149312,0.954303397,0.085535695,0.449871182,1.018768692,10
Small nuclear ribonucleoprotein complex,0.82306163,1,0.054343439,-0.325008673,-0.70931765,8
Small ribosomal subunit,0.77029703,1,0.057246114,-0.302735752,-0.778528605,16
Smooth endoplasmic reticulum,0.975257732,1,0.048214971,-0.213904658,-0.523524427,13
Smooth muscle contractile fiber,0.88667992,1,0.050908287,0.30980082,0.618685868,6
Somatic spine,0.386587771,0.922942736,0.092552886,0.571283709,1.076453273,5
Somatodendritic compartment,0.811188811,1,0.049093967,-0.216465337,-0.847046562,125
Sorting endosome,0.241735537,0.855066398,0.125639921,0.323168397,1.12850909,55
Specific granule,0.227897839,0.848213052,0.126253988,0.566487009,1.236773421,9
Specific granule membrane,0.944990177,1,0.047448319,0.241979792,0.547982281,10
Spectrin,0.013308263,0.380198815,0.380730401,-0.850701466,-1.61897071,5
Sperm flagellum,0.359840954,0.910222692,0.097215081,-0.460707873,-1.091026836,11
Sperm individualization complex,0.781563126,1,0.057125851,-0.375058573,-0.744436885,6
Sperm part,0.380597015,0.921461634,0.090263548,-0.339639366,-1.055204309,32
Sperm plasma membrane,0.158095238,0.775571589,0.152144922,-0.397242995,-1.238217758,34
Spherical high-density lipoprotein particle,0.122244489,0.730462436,0.179782316,-0.66425975,-1.371408178,7
Spindle,0.84351145,1,0.051322333,-0.230356446,-0.793207723,57
Spindle matrix,0.75751503,1,0.058593757,0.366705582,0.771042153,8
Spindle microtubule,0.352705411,0.902349169,0.098890301,-0.532861469,-1.100127738,7
Spindle midzone,0.206412826,0.831289379,0.135002034,-0.630492026,-1.251435251,6
Spindle pole,0.249011858,0.855066398,0.120433372,-0.404443707,-1.164569726,25
Spindle pole body,0.842650104,1,0.055135176,0.241860467,0.768902567,36
Spine apparatus,0.370656371,0.92135883,0.093746542,-0.353440228,-1.057726965,29
Spliceosomal complex,0.608870968,1,0.069448144,0.306996666,0.902437597,25
Spliceosomal tri-snRNP complex,0.536779324,0.975310638,0.075118164,0.485588719,0.969742038,6
Spore wall,0.161885246,0.783610642,0.156312403,0.45737331,1.268703962,21
Starch grain,0.485148515,0.967057919,0.080202344,-0.345226305,-0.978886898,22
Stereocilium,0.531062124,0.971296402,0.076083716,0.452866759,0.952206288,8
Stereocilium bundle,0.461689587,0.963624339,0.082434409,0.46488923,1.014961745,9
Storage vacuole,0.436507937,0.954303397,0.086034724,0.371925481,1.003331986,18
Stress fiber,0.449416342,0.959956076,0.083363407,-0.344929122,-0.991982453,24
Striated muscle thin filament,0.853955375,1,0.053566938,-0.304690113,-0.678438277,9
Stromule,0.624254473,1,0.067518895,0.445708892,0.890100267,6
Subapical complex,0.070981211,0.712172151,0.245041785,0.3701224,1.334058797,65
Sublamina densa,0.178781925,0.802789609,0.144630528,0.597914331,1.305386604,9
Subpellicular microtubule,0.500994036,0.969659564,0.078711381,0.502879661,1.004272808,6
Subrhabdomeral cisterna,0.944333996,1,0.048022042,-0.24511177,-0.58046223,11
Subsarcolemmal mitochondrion,0.002294158,0.141244033,0.431707696,0.727286128,1.867214437,15
Subsynaptic reticulum,0.743027888,1,0.059221919,0.298679834,0.788104056,17
Succinate dehydrogenase complex,0.640167364,1,0.06879431,0.255445843,0.896774298,56
Sulfurtransferase complex,0.584645669,1,0.070281284,0.366493831,0.918031561,14
Superoxide dismutase complex,0.526315789,0.971296402,0.073255866,-0.261315411,-0.95367522,78
Supramolecular fiber,0.129432624,0.730462436,0.163180127,-0.32178809,-1.225508935,102
Survivin complex,0.340182648,0.898560504,0.109250039,0.267177853,1.045431722,111
Symbiosome,0.011973849,0.371189315,0.380730401,0.595959508,1.653127047,21
Symmetric synapse,0.776031434,1,0.056529953,0.347066689,0.757727625,9
Symplast,0.86381323,1,0.051114795,-0.249971971,-0.701502604,21
Synapse,0.934280639,1,0.043363699,-0.197020086,-0.782178724,145
Synapse part,0.959507042,1,0.041739703,-0.190565364,-0.727896538,110
Synaptic membrane,0.997854077,1,0.048995409,0.155377549,0.474094514,32
Synaptic vesicle,0.134241245,0.732231148,0.168238166,-0.469304546,-1.317021105,21
Synaptic vesicle protein transport vesicle,0.456175299,0.960671121,0.083836106,0.388121617,0.996452782,15
"Synaptic vesicle, readily releasable pool",0.28,0.864557346,0.113312908,-0.440980244,-1.154992925,17
Syntrophin complex,0.787449393,1,0.057246114,0.264311163,0.784109586,26
Syp1 complex,0.236363636,0.848623355,0.125639921,-0.644936704,-1.227379611,5
T-bar,0.264413519,0.85873256,0.116739205,0.585886506,1.203417693,7
T-tubule,0.622718053,1,0.068632563,-0.362998159,-0.88044356,12
TAP complex,0.270491803,0.864557346,0.117249717,0.412644574,1.1446313,21
TAT protein transport complex,0.687872763,1,0.062800398,-0.351205335,-0.831708049,11
TCR signalosome,0.651072125,1,0.064503125,-0.315534907,-0.863651495,19
TORC1 complex,0.509398496,0.971296402,0.074927882,-0.263808778,-0.96277481,78
TRAIL death-inducing signaling complex,0.678500986,1,0.063079041,0.459887493,0.866552624,5
TRAMP complex,0.997881356,1,0.048408762,0.166449647,0.530285637,37
TRC complex,0.619502868,1,0.065981614,-0.276920143,-0.906394335,44
TSC1-TSC2 complex,0.991820041,1,0.047069959,0.165204089,0.47217072,23
Taste receptor complex,0.190569745,0.816887194,0.139599673,0.59023678,1.288624718,9
Tectum,0.248508946,0.855066398,0.120985142,-0.547057765,-1.193930378,8
Terminal bouton,0.231237323,0.848213052,0.127505315,-0.500411887,-1.213737352,12
Terminal loop,0.079245283,0.712172151,0.219250347,-0.441475525,-1.39088564,37
Terminal web,0.087982833,0.712172151,0.222056046,0.442970162,1.351609198,32
Thioglucosidase complex,0.4055666,0.939444415,0.090263548,0.51883781,1.065698893,7
Thrombospondin complex,0.552511416,0.984052474,0.080858915,0.238360944,0.959040623,147
Thylakoid,0.802303263,1,0.053897903,-0.226016641,-0.816266267,72
Thylakoid light-harvesting complex,0.606490872,1,0.069945874,-0.389424715,-0.894270793,10
Thylakoid lumen,0.896,1,0.050702794,-0.255327341,-0.65228587,15
Thylakoid membrane,0.181818182,0.802789609,0.140406239,-0.377751495,-1.205507462,39
Thylakoid part,0.834586466,1,0.051114795,-0.219848533,-0.798317725,74
Tic complex,0.982986767,1,0.043887984,-0.181234675,-0.612486542,50
Toc complex,0.764957265,1,0.061169263,0.253654443,0.825849044,41
Transcription export complex 2,0.189690722,0.816887194,0.143758989,-0.511902992,-1.252865288,13
Transcriptional preinitiation complex,0.154875717,0.771445539,0.154190967,-0.387707301,-1.269934162,45
Transcriptional repressor complex,0.896969697,1,0.051114795,-0.33184655,-0.631537462,5
Transferase complex,0.047080979,0.672519479,0.287857117,-0.390883015,-1.423756706,76
"Transferase complex, transferring phosphorus-containing groups",0.643968872,1,0.064940768,-0.313146011,-0.878789495,21
Transforming growth factor beta activated kinase 1 complex,0.065913371,0.712172151,0.241339977,-0.45132961,-1.404780436,33
Transforming growth factor beta receptor homodimeric complex,0.017274716,0.430035427,0.352487858,0.440268671,1.488549678,49
Transforming growth factor beta type I receptor homodimeric complex,0.313304721,0.893316983,0.110564716,0.355567452,1.084922371,32
Transforming growth factor beta type II receptor homodimeric complex,0.217391304,0.837960494,0.133554955,0.378689823,1.194736952,35
Transforming growth factor beta1-type II receptor complex,0.783300199,1,0.056648418,-0.320513587,-0.759025285,11
Translation initiation complex,0.277456647,0.864557346,0.111462667,-0.311310879,-1.10343836,67
Translation preinitiation complex,0.477137177,0.964915581,0.081302735,-0.414190658,-0.980866945,11
Translation repressor complex,0.215010142,0.837619724,0.132846301,-0.540587991,-1.241400543,10
Translocon complex,0.931769723,1,0.051845762,0.206489116,0.687022395,46
Transmembrane transporter complex,0.728632479,1,0.063500797,0.260354574,0.847663355,41
Transport vesicle,0.808219178,1,0.061705405,0.216350774,0.838823714,105
Transport vesicle membrane,0.285115304,0.864557346,0.115240003,0.359618961,1.121632531,34
Transporter complex,0.728632479,1,0.063500797,0.260354574,0.847663355,41
Tricarboxylic acid cycle enzyme complex,0.854043393,1,0.052269332,0.358052031,0.674667026,5
Trichocyst,0.609037328,1,0.068151344,0.409746438,0.894572155,9
Tubular endosome,0.636170213,1,0.069945874,0.276554428,0.888411061,38
Tubulin complex,0.972972973,1,0.056411839,0.182715021,0.792803707,256
Tubulin folding cofactor complex,0.345776031,0.899635139,0.098890301,0.505475688,1.103571462,9
Tubulobulbar complex,0.233545648,0.848623355,0.130105631,0.33752202,1.137288632,48
Tumor necrosis factor receptor superfamily complex,0.174081238,0.80264672,0.145516146,-0.403209549,-1.236064959,31
Type I interferon receptor complex,0.00821319,0.306836357,0.380730401,0.837331434,1.672187716,6
Type I terminal bouton,0.743027888,1,0.059221919,0.298679834,0.788104056,17
Type II polyketide synthase complex,0.896620278,1,0.050396432,0.299238997,0.614640378,7
Type III intermediate filament,0.001924585,0.133529535,0.455059867,0.309273811,1.382182889,339
Type III polyketide synthase complex,0.911111111,1,0.050396432,-0.323448834,-0.615555762,5
Type III protein secretion system complex,0.17805383,0.802789609,0.149207542,0.391638784,1.235589916,35
Type IV pilus,0.924124514,1,0.048022042,-0.224694939,-0.679785917,30
Type IV secretion system complex,0.495219885,0.969659564,0.077274697,-0.297487172,-0.973712802,44
Type VI protein secretion system complex,0.292730845,0.877590208,0.109250039,0.517384131,1.171657079,10
U2AF,0.282868526,0.864557346,0.112378519,0.433832338,1.144720822,17
UBC13-MMS2 complex,0.637080868,1,0.06613262,0.480050518,0.904545226,5
UBC13-UEV1A complex,0.537525355,0.975310638,0.076083716,-0.413658501,-0.949921005,10
UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase complex,0.685370741,1,0.063359701,0.395379929,0.831333383,8
UFD1-NPL4 complex,0.004851625,0.234794733,0.407017919,-0.667260541,-1.74765472,17
Ubiquitin ligase complex,0.029017358,0.535168238,0.352487858,-0.548660405,-1.570466211,23
Ubisch body,0.196463654,0.816995463,0.13725078,0.568264835,1.286880435,10
Uniplex complex,0.304609218,0.890825681,0.10797236,0.496969222,1.153616083,11
Urease complex,0.887295082,1,0.052269332,0.231173484,0.7039535,30
Uropod,0.735586481,1,0.059603704,0.385081868,0.790962632,7
VEGF-A complex,0.123006834,0.730462436,0.19189224,0.28957571,1.177171565,156
Vacuolar HOPS complex,0.530815109,0.971296402,0.075694631,0.466634411,0.958472504,7
Vacuolar lumen,1,1,0.047829963,0.135914385,0.469188091,52
Vacuolar membrane,0.979345955,1,0.039759648,-0.183189631,-0.74707869,174
Vacuolar part,1,1,0.05367696,0.1601478,0.686385453,223
Vacuolar transporter chaperone complex,0.486973948,0.967057919,0.08063885,0.417327282,0.968743018,11
Vacuole,0.995169082,1,0.035920866,-0.168402709,-0.738180096,364
Ventral disc,0.441351889,0.955977139,0.085535695,-0.472775493,-1.03181247,8
Vesicle,0.708333333,1,0.071652737,0.212307245,0.936319402,286
Vesicle coat,0.977459016,1,0.047829963,0.20271545,0.562310674,21
Vesicle lumen,0.004213847,0.211709482,0.407017919,0.423881956,1.587413464,79
Vesicle membrane,0.987566607,1,0.0408229,-0.174811555,-0.696452261,150
Viral assembly compartment,0.622,1,0.067992259,-0.334712049,-0.876660698,17
Viral integration complex,0.420952381,0.943292625,0.085784441,-0.330495299,-1.030163282,34
Vitelline envelope,0.519114688,0.971296402,0.077476755,0.365720897,0.950752725,16
W chromosome,0.949392713,1,0.048603425,-0.224671415,-0.564966701,14
WICH complex,0.425742574,0.945589833,0.087309826,-0.398403842,-1.024552884,16
Weibel-Palade body,0.902439024,1,0.047448319,-0.217450103,-0.721886389,46
Whole membrane,0.984732824,1,0.057487741,0.182147863,0.820671913,391
XPC complex,0.044253988,0.651293539,0.321775918,-0.572560274,-1.567156363,19
XRCC2-RAD51D complex,0.434077079,0.954303397,0.087569712,-0.459942943,-1.024132012,9
Xanthine dehydrogenase complex,0.438247012,0.954303397,0.086034724,0.392983598,1.0089353,15
Xanthophore,0.387673956,0.922942736,0.092848121,0.52742907,1.08334544,7
Xylanosome,0.343811395,0.898560504,0.099233334,0.493226555,1.116950346,10
Yolk,0.072033898,0.712172151,0.245041785,0.433427647,1.380840754,37
Yolk granule,0.569416499,0.991206498,0.072714108,0.354607794,0.921862352,16
Yolk plasma,0.82020202,1,0.055249566,-0.367426988,-0.699250624,5
Z chromosome,0.918650794,1,0.049192752,0.245491518,0.662254954,18
Z disc,0.124756335,0.730462436,0.175204048,-0.449549967,-1.319138443,27
Zona pellucida receptor complex,0.470941884,0.963907674,0.082434409,-0.513633687,-1.019488393,6
Zymogen granule,0.228456914,0.848213052,0.127505315,-0.621973282,-1.23452678,6
Zymogen granule membrane,0.121212121,0.730462436,0.181383128,-0.721525588,-1.373135983,5
[Ni-Fe] hydrogenase complex,0.607142857,1,0.06879431,0.32920884,0.888096612,18
acetyl-CoA carboxylase complex,0.473684211,0.963907674,0.082664645,0.333010107,0.987912935,26
actin-based cell projection,0.119246862,0.730462436,0.186432558,0.357605821,1.256746374,57
"alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)",0.230616302,0.848213052,0.126253988,0.617971414,1.234116105,6
"alpha-1,6-mannosyltransferase complex",0.180360721,0.802789609,0.145516146,-0.646391337,-1.282993078,6
alpha-beta T cell receptor complex,0.609406953,1,0.070113216,0.314399439,0.898586774,23
aminoacyl-tRNA synthetase multienzyme complex,0.521472393,0.971296402,0.078089231,0.334579334,0.956263042,23
ascospore-type prospore,0.812749004,1,0.055021112,0.288229143,0.739991589,15
bacterial-type flagellum,0.703853955,1,0.062661823,-0.365535506,-0.81391968,9
bacterial-type flagellum filament,0.860606061,1,0.053021251,-0.347780957,-0.661862245,5
bacterial-type flagellum hook,0.507099391,0.971296402,0.079131665,-0.441949929,-0.984067865,9
bacterial-type flagellum part,0.326043738,0.897764936,0.103197467,-0.474613493,-1.123957477,11
bacteroid-containing symbiosome,0.043085257,0.640563463,0.321775918,0.653961189,1.518041986,11
beta-galactosidase complex,0.478813559,0.964915581,0.084555744,0.267806233,0.98814308,75
calcium- and calmodulin-dependent protein kinase complex,0.46588694,0.963907674,0.081526514,-0.346768434,-0.992577747,23
carbamoyl-phosphate synthase complex,0.339960239,0.898560504,0.100633389,-0.509621464,-1.112227238,8
cell-cell adherens junction,0.993019197,1,0.039759648,-0.175641321,-0.717210649,182
cell-cell contact zone,0.984158416,1,0.045953808,-0.180893434,-0.512922131,22
cell-cell junction,0.996615905,1,0.038162891,-0.171341961,-0.723961839,260
cell-substrate adherens junction,0.026124158,0.514363481,0.352487858,-0.472378944,-1.512756862,40
cell-substrate junction,0.026124158,0.514363481,0.352487858,-0.472378944,-1.512756862,40
chaperone-mediated autophagy translocation complex,0.358974359,0.90960981,0.09688777,0.58590334,1.104000617,5
chaperonin-containing T-complex,0.246520875,0.855066398,0.121543282,-0.549250219,-1.198715317,8
"chromosome, centromeric region",0.157894737,0.775571589,0.154190967,-0.430034903,-1.261874351,27
"chromosome, telomeric region",0.222664016,0.839240952,0.128788713,-0.514065784,-1.217386546,11
cis-Golgi network,0.748526523,1,0.058221624,0.331273253,0.7924087,12
clathrin-coated endocytic vesicle,0.983935743,1,0.046601507,-0.203868368,-0.543739054,18
clathrin-coated endocytic vesicle membrane,0.368421053,0.92135883,0.09688777,-0.432048095,-1.086443449,14
clathrin-coated pit,0.760245902,1,0.059476029,0.265515288,0.808528785,30
clathrin-coated vesicle,0.882797732,1,0.04879897,-0.221101751,-0.747218194,50
clathrin-coated vesicle membrane,0.337231969,0.898560504,0.099927697,-0.376828337,-1.078620155,23
cullin-RING ubiquitin ligase complex,0.004995633,0.234794733,0.407017919,-0.738382516,-1.790929557,12
cyclic-nucleotide phosphodiesterase complex,0.876518219,1,0.052269332,-0.262838043,-0.660941856,14
cyclin-dependent protein kinase activating kinase holoenzyme complex,0.666003976,1,0.064358337,-0.390552825,-0.852364982,8
cyclin/CDK positive transcription elongation factor complex,0.390342052,0.923260341,0.093145458,0.404881133,1.052556316,16
"cytoplasmic, membrane-bounded vesicle",0.375979112,0.92135883,0.111462667,0.225230324,1.022744663,426
follicle-stimulating hormone complex,0.961538462,1,0.050498304,0.192471984,0.645016978,47
fungal-type cell wall,0.005369012,0.237050031,0.407017919,0.873724068,1.646332842,5
gamma-delta T cell receptor complex,0.886266094,1,0.054455595,0.237071232,0.723361719,32
gamma-secretase complex,0.908333333,1,0.051951248,0.202852634,0.745937305,70
glutamate-cysteine ligase complex,0.507782101,0.971296402,0.076873673,-0.330407727,-0.950220338,24
glutamyl-tRNA(Gln) amidotransferase complex,0.307377049,0.890825681,0.108820127,0.379955792,1.099750998,24
glycerol-3-phosphate dehydrogenase complex,0.529661017,0.971296402,0.079131665,0.299936267,0.955555613,37
haptoglobin-hemoglobin complex,0.46653144,0.963907674,0.08359906,-0.407950576,-0.9894746,12
high-density lipoprotein particle,0.328793774,0.898560504,0.101350744,-0.382341726,-1.099577446,24
horsetail-astral microtubule array,0.170040486,0.792927708,0.151148761,-0.508600591,-1.278945067,14
i-AAA complex,0.231827112,0.848213052,0.125033368,0.550894558,1.247544076,10
interleukin-1 receptor complex,0.079766537,0.712172151,0.222056046,-0.509862596,-1.430840175,21
interleukin-12 complex,0.19212963,0.816887194,0.152144922,0.302959218,1.159799665,101
interleukin-12 receptor complex,0.802,1,0.055826472,-0.288449848,-0.736904084,15
interleukin-13 receptor complex,0.176352705,0.802789609,0.147331214,-0.648197041,-1.286577138,6
interleukin-18 receptor complex,0.804733728,1,0.055021112,0.388817823,0.732638112,5
interleukin-2 receptor complex,0.786780384,1,0.059731798,0.240355639,0.79970175,46
interleukin-23 complex,0.229473684,0.848213052,0.130777138,0.298791886,1.121807338,81
interleukin-23 receptor complex,0.545638945,0.980010065,0.075309376,-0.42976301,-0.95693186,9
interleukin-27 complex,0.469811321,0.963907674,0.079343496,-0.303246633,-0.988053324,43
interleukin-3 receptor complex,0.950884086,1,0.047164246,0.231290344,0.553248653,12
interleukin-35 complex,0.790566038,1,0.053787281,-0.2417465,-0.813252881,49
interleukin-4 receptor complex,0.320079523,0.897559826,0.104343953,-0.478046576,-1.132087542,11
interleukin-5 receptor complex,0.372745491,0.92135883,0.095603149,-0.523908771,-1.0816443,7
interleukin-6 receptor complex,0.179337232,0.802789609,0.143758989,-0.467455522,-1.279473845,19
interleukin-9 receptor complex,0.284294235,0.864557346,0.111918316,-0.534203256,-1.165875957,8
intermediate-density lipoprotein particle,0.568669528,0.991090314,0.076083716,0.305408375,0.931874884,32
iron-sulfur cluster assembly complex,0.536964981,0.975310638,0.073990144,-0.341241258,-0.945554224,20
iron-sulfur cluster transfer complex,0.192307692,0.816887194,0.14122512,-0.498150164,-1.252666052,14
laminin-1 complex,0.285416667,0.864557346,0.114750719,0.299214426,1.092188519,68
laminin-10 complex,0.840080972,1,0.054231594,0.250586341,0.743393316,26
laminin-11 complex,0.256461233,0.855066398,0.118815039,0.591300073,1.214537222,7
laminin-2 complex,0.986354776,1,0.045134422,-0.184525942,-0.528180555,23
