DPRef01_45 Count Distinct Peptide,DPRef01_45 Count Distinct Protein,DPRef02_56 Count Distinct Peptide,DPRef02_56 Count Distinct Protein,S01_41 Count Distinct Peptide,S01_41 Count Distinct Protein,S02_44 Count Distinct Peptide,S02_44 Count Distinct Protein,S03_28 Count Distinct Peptide,S03_28 Count Distinct Protein,S04_31 Count Distinct Peptide,S04_31 Count Distinct Protein,S05_51 Count Distinct Peptide,S05_51 Count Distinct Protein,S06_60 Count Distinct Peptide,S06_60 Count Distinct Protein,S07_43 Count Distinct Peptide,S07_43 Count Distinct Protein,S08_46 Count Distinct Peptide,S08_46 Count Distinct Protein,S09_24 Count Distinct Peptide,S09_24 Count Distinct Protein,S10_26 Count Distinct Peptide,S10_26 Count Distinct Protein,S11_21 Count Distinct Peptide,S11_21 Count Distinct Protein,S12_25 Count Distinct Peptide,S12_25 Count Distinct Protein,S13_52 Count Distinct Peptide,S13_52 Count Distinct Protein,S14_53 Count Distinct Peptide,S14_53 Count Distinct Protein,S15_11 Count Distinct Peptide,S15_11 Count Distinct Protein,S16_13 Count Distinct Peptide,S16_13 Count Distinct Protein,S17_14 Count Distinct Peptide,S17_14 Count Distinct Protein,S18_16 Count Distinct Peptide,S18_16 Count Distinct Protein,S19_55 Count Distinct Peptide,S19_55 Count Distinct Protein,S20_50 Count Distinct Peptide,S20_50 Count Distinct Protein,T01_42 Count Distinct Peptide,T01_42 Count Distinct Protein,T02_40 Count Distinct Peptide,T02_40 Count Distinct Protein,T03_54 Count Distinct Peptide,T03_54 Count Distinct Protein,T04_57 Count Distinct Peptide,T04_57 Count Distinct Protein,T05_27 Count Distinct Peptide,T05_27 Count Distinct Protein,T06_30 Count Distinct Peptide,T06_30 Count Distinct Protein,T07_15 Count Distinct Peptide,T07_15 Count Distinct Protein,T08_10 Count Distinct Peptide,T08_10 Count Distinct Protein,T09_39 Count Distinct Peptide,T09_39 Count Distinct Protein,T10_38 Count Distinct Peptide,T10_38 Count Distinct Protein,T11_12 Count Distinct Peptide,T11_12 Count Distinct Protein,T12_17 Count Distinct Peptide,T12_17 Count Distinct Protein,T13_29 Count Distinct Peptide,T13_29 Count Distinct Protein,T14_22 Count Distinct Peptide,T14_22 Count Distinct Protein,T15_18 Count Distinct Peptide,T15_18 Count Distinct Protein,T16_19 Count Distinct Peptide,T16_19 Count Distinct Protein,T17_47 Count Distinct Peptide,T17_47 Count Distinct Protein,T18_48 Count Distinct Peptide,T18_48 Count Distinct Protein,T19_58 Count Distinct Peptide,T19_58 Count Distinct Protein,T20_59 Count Distinct Peptide,T20_59 Count Distinct Protein
25803,3317,25812,3318,25731,3305,25729,3309,25679,3301,25757,3312,25752,3308,25745,3308,25686,3308,25732,3308,25743,3310,25759,3313,25747,3311,25714,3310,25742,3309,25714,3308,25755,3312,25721,3308,25696,3306,25710,3307,25749,3313,25730,3310,25708,3305,25746,3313,25739,3310,25698,3305,25769,3313,25771,3314,25755,3311,25754,3314,25733,3311,25761,3313,25745,3313,25721,3308,25735,3311,25735,3310,25684,3301,25699,3306,25687,3306,25721,3307,25712,3308,25743,3311
