Ast_20240220_DPRef01_45 Count Distinct Peptide,Ast_20240220_DPRef01_45 Count Distinct Protein,Ast_20240220_DPtotal_67 Count Distinct Peptide,Ast_20240220_DPtotal_67 Count Distinct Protein,Ast_20240220_MMRef01_6uL_09 Count Distinct Peptide,Ast_20240220_MMRef01_6uL_09 Count Distinct Protein,Ast_20240220_S01_41 Count Distinct Peptide,Ast_20240220_S01_41 Count Distinct Protein,Ast_20240220_S02_44 Count Distinct Peptide,Ast_20240220_S02_44 Count Distinct Protein,Ast_20240220_S03_28 Count Distinct Peptide,Ast_20240220_S03_28 Count Distinct Protein,Ast_20240220_S04_31 Count Distinct Peptide,Ast_20240220_S04_31 Count Distinct Protein,Ast_20240220_S05_51 Count Distinct Peptide,Ast_20240220_S05_51 Count Distinct Protein,Ast_20240220_S06_60 Count Distinct Peptide,Ast_20240220_S06_60 Count Distinct Protein,Ast_20240220_S07_43 Count Distinct Peptide,Ast_20240220_S07_43 Count Distinct Protein,Ast_20240220_S08_46 Count Distinct Peptide,Ast_20240220_S08_46 Count Distinct Protein,Ast_20240220_S09_24 Count Distinct Peptide,Ast_20240220_S09_24 Count Distinct Protein,Ast_20240220_S10_26 Count Distinct Peptide,Ast_20240220_S10_26 Count Distinct Protein,Ast_20240220_S11_21 Count Distinct Peptide,Ast_20240220_S11_21 Count Distinct Protein,Ast_20240220_S12_25 Count Distinct Peptide,Ast_20240220_S12_25 Count Distinct Protein,Ast_20240220_S14_53 Count Distinct Peptide,Ast_20240220_S14_53 Count Distinct Protein,Ast_20240220_S15_11 Count Distinct Peptide,Ast_20240220_S15_11 Count Distinct Protein,Ast_20240220_S16_13 Count Distinct Peptide,Ast_20240220_S16_13 Count Distinct Protein,Ast_20240220_S18_16 Count Distinct Peptide,Ast_20240220_S18_16 Count Distinct Protein,Ast_20240220_S19_55 Count Distinct Peptide,Ast_20240220_S19_55 Count Distinct Protein,Ast_20240220_S20_50 Count Distinct Peptide,Ast_20240220_S20_50 Count Distinct Protein,Ast_20240220_T01_42 Count Distinct Peptide,Ast_20240220_T01_42 Count Distinct Protein,Ast_20240220_T02_40 Count Distinct Peptide,Ast_20240220_T02_40 Count Distinct Protein,Ast_20240220_T03_54 Count Distinct Peptide,Ast_20240220_T03_54 Count Distinct Protein,Ast_20240220_T04_57 Count Distinct Peptide,Ast_20240220_T04_57 Count Distinct Protein,Ast_20240220_T05_27 Count Distinct Peptide,Ast_20240220_T05_27 Count Distinct Protein,Ast_20240220_T06_30 Count Distinct Peptide,Ast_20240220_T06_30 Count Distinct Protein,Ast_20240220_T08_10 Count Distinct Peptide,Ast_20240220_T08_10 Count Distinct Protein,Ast_20240220_T09_39 Count Distinct Peptide,Ast_20240220_T09_39 Count Distinct Protein,Ast_20240220_T10_38 Count Distinct Peptide,Ast_20240220_T10_38 Count Distinct Protein,Ast_20240220_T11_12 Count Distinct Peptide,Ast_20240220_T11_12 Count Distinct Protein,Ast_20240220_T12_17 Count Distinct Peptide,Ast_20240220_T12_17 Count Distinct Protein,Ast_20240220_T13_29 Count Distinct Peptide,Ast_20240220_T13_29 Count Distinct Protein,Ast_20240220_T14_22 Count Distinct Peptide,Ast_20240220_T14_22 Count Distinct Protein,Ast_20240220_T15_18 Count Distinct Peptide,Ast_20240220_T15_18 Count Distinct Protein,Ast_20240220_T16_19 Count Distinct Peptide,Ast_20240220_T16_19 Count Distinct Protein,Ast_20240220_T17_47 Count Distinct Peptide,Ast_20240220_T17_47 Count Distinct Protein,Ast_20240220_T18_48 Count Distinct Peptide,Ast_20240220_T18_48 Count Distinct Protein,Ast_20240220_T19_58 Count Distinct Peptide,Ast_20240220_T19_58 Count Distinct Protein,Ast_20240220_T20_59 Count Distinct Peptide,Ast_20240220_T20_59 Count Distinct Protein,Ast_20240220_Total01_62 Count Distinct Peptide,Ast_20240220_Total01_62 Count Distinct Protein,Ast_20240220_MMRef02_23 Count Distinct Peptide,Ast_20240220_MMRef02_23 Count Distinct Protein,Ast_20240220_T07_15 Count Distinct Peptide,Ast_20240220_T07_15 Count Distinct Protein,Ast_20240220_DPRef02_56 Count Distinct Peptide,Ast_20240220_DPRef02_56 Count Distinct Protein,Ast_20240220_MMRef01_3uL_08 Count Distinct Peptide,Ast_20240220_MMRef01_3uL_08 Count Distinct Protein,Ast_20240220_MMtotal_66 Count Distinct Peptide,Ast_20240220_MMtotal_66 Count Distinct Protein,Ast_20240220_S13_52 Count Distinct Peptide,Ast_20240220_S13_52 Count Distinct Protein,Ast_20240220_S17_14 Count Distinct Peptide,Ast_20240220_S17_14 Count Distinct Protein,Ast_20240220_Total02_63 Count Distinct Peptide,Ast_20240220_Total02_63 Count Distinct Protein,Ast_20240220_Total03_64 Count Distinct Peptide,Ast_20240220_Total03_64 Count Distinct Protein,Ast_20240220_Total04_65 Count Distinct Peptide,Ast_20240220_Total04_65 Count Distinct Protein
27488,3669,10778,1652,27841,3646,18587,2713,17156,2517,17621,2579,19875,2842,19905,2860,20860,2963,17489,2504,19990,2834,18910,2679,20329,2875,20782,2972,17706,2546,17675,2532,17759,2596,16927,2459,19570,2815,19616,2825,18932,2793,15160,2207,17763,2625,19966,2853,17123,2430,19959,2857,19071,2702,19208,2740,18398,2686,20743,2970,18918,2774,17681,2591,19474,2811,19577,2833,16897,2406,16013,2329,18054,2591,19812,2845,17011,2466,17812,2597,8623,1235,27296,3622,18144,2576,28230,3722,27075,3564,9322,1490,19453,2788,18536,2590,8691,1275,8806,1307,8952,1356
