DPRef01_45 Count Distinct Protein Name,DPRef02_56 Count Distinct Protein Name,S01_41 Count Distinct Protein Name,S02_44 Count Distinct Protein Name,S03_28 Count Distinct Protein Name,S04_31 Count Distinct Protein Name,S05_51 Count Distinct Protein Name,S06_60 Count Distinct Protein Name,S07_43 Count Distinct Protein Name,S08_46 Count Distinct Protein Name,S09_24 Count Distinct Protein Name,S10_26 Count Distinct Protein Name,S11_21 Count Distinct Protein Name,S12_25 Count Distinct Protein Name,S13_52 Count Distinct Protein Name,S14_53 Count Distinct Protein Name,S15_11 Count Distinct Protein Name,S16_13 Count Distinct Protein Name,S17_14 Count Distinct Protein Name,S18_16 Count Distinct Protein Name,S19_55 Count Distinct Protein Name,S20_50 Count Distinct Protein Name,T01_42 Count Distinct Protein Name,T02_40 Count Distinct Protein Name,T03_54 Count Distinct Protein Name,T04_57 Count Distinct Protein Name,T05_27 Count Distinct Protein Name,T06_30 Count Distinct Protein Name,T07_15 Count Distinct Protein Name,T08_10 Count Distinct Protein Name,T09_39 Count Distinct Protein Name,T10_38 Count Distinct Protein Name,T11_12 Count Distinct Protein Name,T12_17 Count Distinct Protein Name,T13_29 Count Distinct Protein Name,T14_22 Count Distinct Protein Name,T15_18 Count Distinct Protein Name,T16_19 Count Distinct Protein Name,T17_47 Count Distinct Protein Name,T18_48 Count Distinct Protein Name,T19_58 Count Distinct Protein Name,T20_59 Count Distinct Protein Name
3317,3318,3305,3309,3301,3312,3308,3308,3308,3308,3310,3313,3311,3310,3309,3308,3312,3308,3306,3307,3313,3310,3305,3313,3310,3305,3313,3314,3311,3314,3311,3313,3313,3308,3311,3310,3301,3306,3306,3307,3308,3311
