DPRef01_45 Count Distinct Peptide,DPRef02_56 Count Distinct Peptide,S01_41 Count Distinct Peptide,S02_44 Count Distinct Peptide,S03_28 Count Distinct Peptide,S04_31 Count Distinct Peptide,S05_51 Count Distinct Peptide,S06_60 Count Distinct Peptide,S07_43 Count Distinct Peptide,S08_46 Count Distinct Peptide,S09_24 Count Distinct Peptide,S10_26 Count Distinct Peptide,S11_21 Count Distinct Peptide,S12_25 Count Distinct Peptide,S13_52 Count Distinct Peptide,S14_53 Count Distinct Peptide,S15_11 Count Distinct Peptide,S16_13 Count Distinct Peptide,S17_14 Count Distinct Peptide,S18_16 Count Distinct Peptide,S19_55 Count Distinct Peptide,S20_50 Count Distinct Peptide,T01_42 Count Distinct Peptide,T02_40 Count Distinct Peptide,T03_54 Count Distinct Peptide,T04_57 Count Distinct Peptide,T05_27 Count Distinct Peptide,T06_30 Count Distinct Peptide,T07_15 Count Distinct Peptide,T08_10 Count Distinct Peptide,T09_39 Count Distinct Peptide,T10_38 Count Distinct Peptide,T11_12 Count Distinct Peptide,T12_17 Count Distinct Peptide,T13_29 Count Distinct Peptide,T14_22 Count Distinct Peptide,T15_18 Count Distinct Peptide,T16_19 Count Distinct Peptide,T17_47 Count Distinct Peptide,T18_48 Count Distinct Peptide,T19_58 Count Distinct Peptide,T20_59 Count Distinct Peptide
25803,25812,25731,25729,25679,25757,25752,25745,25686,25732,25743,25759,25747,25714,25742,25714,25755,25721,25696,25710,25749,25730,25708,25746,25739,25698,25769,25771,25755,25754,25733,25761,25745,25721,25735,25735,25684,25699,25687,25721,25712,25743
