DPRef01_45 Count Peptide,DPRef02_56 Count Peptide,S01_41 Count Peptide,S02_44 Count Peptide,S03_28 Count Peptide,S04_31 Count Peptide,S05_51 Count Peptide,S06_60 Count Peptide,S07_43 Count Peptide,S08_46 Count Peptide,S09_24 Count Peptide,S10_26 Count Peptide,S11_21 Count Peptide,S12_25 Count Peptide,S13_52 Count Peptide,S14_53 Count Peptide,S15_11 Count Peptide,S16_13 Count Peptide,S17_14 Count Peptide,S18_16 Count Peptide,S19_55 Count Peptide,S20_50 Count Peptide,T01_42 Count Peptide,T02_40 Count Peptide,T03_54 Count Peptide,T04_57 Count Peptide,T05_27 Count Peptide,T06_30 Count Peptide,T07_15 Count Peptide,T08_10 Count Peptide,T09_39 Count Peptide,T10_38 Count Peptide,T11_12 Count Peptide,T12_17 Count Peptide,T13_29 Count Peptide,T14_22 Count Peptide,T15_18 Count Peptide,T16_19 Count Peptide,T17_47 Count Peptide,T18_48 Count Peptide,T19_58 Count Peptide,T20_59 Count Peptide
25803,25812,25731,25729,25679,25757,25752,25745,25686,25732,25743,25759,25747,25714,25742,25714,25755,25721,25696,25710,25749,25730,25708,25746,25739,25698,25769,25771,25755,25754,25733,25761,25745,25721,25735,25735,25684,25699,25687,25721,25712,25743
